t;Export_Amino_Acids;Export_Nitrates;Export_cytokinins;Unloading_Amino_Acids;Total_Transpiration;Unloading_Sucrose
1088;0.04891585;0.04567450;0.01101984;2.77639554;0.00010769;94.03186532
1089;0.04955095;0.04336868;0.01030511;2.24126172;0.00010048;77.81128870
1090;0.05465733;0.04576173;0.01071134;1.85131787;0.00010420;65.65635100
1091;0.06393438;0.05195194;0.01198319;1.52099947;0.00011630;55.11323416
1092;0.05889438;0.04701377;0.01069125;1.23302028;0.00010353;45.70631731
1093;0.04920928;0.03883326;0.00870799;1.01793994;0.00008414;38.51963767
1094;0.04801918;0.03757037;0.00830882;0.83434448;0.00008009;32.21141388
1095;0.05475827;0.04264713;0.00930505;0.71427012;0.00008947;28.05503945
1096;0.04652123;0.03621987;0.00780056;0.59001819;0.00007483;23.64116642
1097;0.04427410;0.03448489;0.00733212;0.49272822;0.00007017;20.14339299
1098;0.03943543;0.03077541;0.00646154;0.41628085;0.00006169;17.34474496
1099;0.04078971;0.03190727;0.00661666;0.35524597;0.00006301;15.03280351
1100;0.05662352;0.04446130;0.00910925;0.30727507;0.00008653;13.13433253
1101;0.17344400;0.13729504;0.02780691;0.39845450;0.00026353;15.84605230
1102;0.35788456;0.29245719;0.05869149;0.73673997;0.00055551;27.17776054
1103;0.38861106;0.33988615;0.06783194;1.14289569;0.00064231;41.37206930
1104;0.23482960;0.22019134;0.04374776;1.39793840;0.00041466;51.15950827
1105;0.12334018;0.11869458;0.02341346;1.48647355;0.00022183;55.52565847
1106;0.09854486;0.09436534;0.01844005;1.50641209;0.00017444;57.65680512
1107;0.13413216;0.12703539;0.02458080;1.58068976;0.00023209;61.92597762
1108;0.04052114;0.03827553;0.00733851;1.47107055;0.00006918;59.24218637
1109;0.01146505;0.01059645;0.00200874;1.26450308;0.00001889;51.96648814
1110;0.01222724;0.01105180;0.00206999;1.06907781;0.00001940;45.46988971
1111;0.01287833;0.01145161;0.00211919;0.89971479;0.00001980;39.72106952
1112;0.01765191;0.01551495;0.00283672;0.76218263;0.00002643;34.50958669
1113;0.02287739;0.01996550;0.00360721;0.65880537;0.00003350;30.43155900
1114;0.02762467;0.02402401;0.00428987;0.57912489;0.00003971;27.16836744
1115;0.01847729;0.01605525;0.00283412;0.52115149;0.00002615;24.74446178
1116;0.02040220;0.01769994;0.00308896;0.48243627;0.00002840;23.04781503
1117;0.02591035;0.02246846;0.00387781;0.45138492;0.00003554;21.71655384
1118;0.02627306;0.02280889;0.00389447;0.42771676;0.00003557;20.71738610
1119;0.02680948;0.02330994;0.00393865;0.39996960;0.00003585;19.97407494
1120;0.04372384;0.03809200;0.00637141;0.38873980;0.00005781;18.98850825
1121;0.04347681;0.03807637;0.00630801;0.37743929;0.00005705;19.00761169
1122;0.05066303;0.04460354;0.00732077;0.39724956;0.00006599;18.84847107
1123;0.05034171;0.04459217;0.00725360;0.38157564;0.00006518;18.55795149
1124;0.07990510;0.07121342;0.01148337;0.39285325;0.00010286;19.31189283
1125;0.15893919;0.14326295;0.02291698;0.49917826;0.00020466;24.81754588
1126;0.30306131;0.27995761;0.04448681;0.70886699;0.00039634;35.54780934
1127;0.51470983;0.49969443;0.07905881;1.04980213;0.00070342;52.71917560
1128;0.51711227;0.54957056;0.08687098;1.43160787;0.00077323;72.40461252
1129;0.63165920;0.73520530;0.11616087;1.86772837;0.00103460;94.35523523
1130;0.30183242;0.39559802;0.06264472;2.02555265;0.00055909;103.57447332
1131;0.26329629;0.35630018;0.05620562;2.08631151;0.00050114;108.08306556
1132;0.12986254;0.17925242;0.02815015;1.94754809;0.00025066;102.86793217
1133;0.06582607;0.08960673;0.01396850;1.70533457;0.00012403;91.90565809
1134;0.05085522;0.06755064;0.01044020;1.46479997;0.00009237;80.69674136
1135;0.04820855;0.06266915;0.00960297;1.25055191;0.00008465;70.49646342
1136;0.05883828;0.07523203;0.01143251;1.06743017;0.00010041;61.50327138
1137;0.04948695;0.06266696;0.00944931;0.90939706;0.00008270;54.14824735
1138;0.05594501;0.07026306;0.01051455;0.79222099;0.00009170;48.23692807
1139;0.05610499;0.07018329;0.01042761;0.69742900;0.00009063;43.05016161
1140;0.04540830;0.05669215;0.00836492;0.62214872;0.00007245;38.76164892
1141;0.05060808;0.06299961;0.00923154;0.56931048;0.00007967;35.60827936
1142;0.03705544;0.04608090;0.00670815;0.51270735;0.00005769;32.31327825
1143;0.02708310;0.03355064;0.00485242;0.47337309;0.00004158;29.99992254
1144;0.02358213;0.02905080;0.00417562;0.44076589;0.00003566;28.12842302
1145;0.02232207;0.02733829;0.00390646;0.40554764;0.00003325;26.00266792
1146;0.01839020;0.02239564;0.00318233;0.38223560;0.00002699;24.65659526
1147;0.01842139;0.02229653;0.00315125;0.35608022;0.00002664;23.12600361
1148;0.03177967;0.03824235;0.00537718;0.34432886;0.00004531;21.89445082
1149;0.11773020;0.14131914;0.01977755;0.44338860;0.00016615;27.75542368
1150;0.25457045;0.30988172;0.04323002;0.64088537;0.00036230;39.42976532
1151;0.37726640;0.47790999;0.06660736;0.92235699;0.00055748;55.93266777
1152;0.74152483;1.00141802;0.13973139;1.38948448;0.00116911;81.26092821
1153;0.54595988;0.85768033;0.12065132;1.86654016;0.00101262;106.36097274
1154;0.71438150;1.24376681;0.17595492;2.43805642;0.00147960;133.56662651
1155;0.49063602;0.99669913;0.14254481;2.82099838;0.00120411;151.22769654
1156;0.14452148;0.31608133;0.04551379;2.74501661;0.00038548;147.34650599
1157;0.04610761;0.09552369;0.01370791;2.39626289;0.00011582;129.97753568
1158;0.04449846;0.08579744;0.01223319;2.02184029;0.00010296;111.58158066
1159;0.03843366;0.07018019;0.00994366;1.68740768;0.00008337;94.92718162
1160;0.02687103;0.04702507;0.00662113;1.42884662;0.00005529;81.73507163
1161;0.02800416;0.04727356;0.00661369;1.22498621;0.00005500;71.22743755
1162;0.02933702;0.04813562;0.00669285;1.07227668;0.00005544;63.24963400
1163;0.03035478;0.04867884;0.00672829;0.95430538;0.00005550;56.82832580
1164;0.03439746;0.05413073;0.00743918;0.85352992;0.00006112;51.89813741
1165;0.03481416;0.05397463;0.00737762;0.76773744;0.00006037;47.62888345
1166;0.03586378;0.05491205;0.00746691;0.70606276;0.00006086;44.26527598
1167;0.04300201;0.06514926;0.00881527;0.65695744;0.00007157;41.19113673
1168;0.02466527;0.03708609;0.00499510;0.61361990;0.00004040;38.46391892
1169;0.01888903;0.02809606;0.00376631;0.58191262;0.00003034;36.51161586
1170;0.02625515;0.03861477;0.00515231;0.55889862;0.00004133;35.12794598
1171;0.04041265;0.05890800;0.00782618;0.53731771;0.00006253;33.79408182
1172;0.04099456;0.05944208;0.00786671;0.51866437;0.00006261;32.61977903
1173;0.05495839;0.07931442;0.01045821;0.54792964;0.00008291;32.77736801
1174;0.13684716;0.19704245;0.02589707;0.64999729;0.00020453;38.21538512
1175;0.52262728;0.76267807;0.10007017;0.95903063;0.00078789;53.86004320
1176;0.59526609;0.95639888;0.12616296;1.35151691;0.00099371;72.15560798
1177;0.56739796;1.02341068;0.13604438;1.77067734;0.00107314;90.06672016
1178;0.36805522;0.74004882;0.09920771;2.02511388;0.00078401;100.37761596
1179;0.30659139;0.64479732;0.08684873;2.14855293;0.00068635;104.43886368
1180;0.20172778;0.43339703;0.05857748;2.11947637;0.00046265;102.05647415
1181;0.08896281;0.18868524;0.02552119;1.86174430;0.00020118;90.68060251
1182;0.07039662;0.14343133;0.01935558;1.62959391;0.00015205;80.29403531
1183;0.06748530;0.13256611;0.01784072;1.43149105;0.00013964;71.37457633
1184;0.06504742;0.12401417;0.01664472;1.27450801;0.00012979;63.60830968
1185;0.06071077;0.11288971;0.01511137;1.12559305;0.00011740;56.79380315
1186;0.03652222;0.06648064;0.00887556;1.00065450;0.00006869;50.94523344
1187;0.02565820;0.04560836;0.00607038;0.91601518;0.00004679;46.90889952
1188;0.02675591;0.04644767;0.00616263;0.83892074;0.00004731;43.14842675
1189;0.03490998;0.05935395;0.00785165;0.78137912;0.00006002;40.27273405
1190;0.05690690;0.09510732;0.01254806;0.72917675;0.00009554;37.53866803
1191;0.10138996;0.16764645;0.02207361;0.68788474;0.00016742;35.21505538
1192;0.16334108;0.27021828;0.03554420;0.63432822;0.00026871;32.48930158
1193;0.16027083;0.26927468;0.03543491;0.60632267;0.00026721;30.27466975
1194;0.18191209;0.31038460;0.04087031;0.57200313;0.00030748;28.13526969
1195;0.17117992;0.29846716;0.03935134;0.54885634;0.00029548;26.55764172
1196;0.17377754;0.30895916;0.04078589;0.54932289;0.00030568;24.78614062
1197;0.76550283;1.38872767;0.18360065;0.92741315;0.00137368;34.50028090
1198;0.73889120;1.60826577;0.21572691;1.45818665;0.00162182;49.43970424
1199;0.36012055;0.95136243;0.12984371;1.83434763;0.00098227;59.38487184
1200;0.50520295;1.40044193;0.19291497;2.38094020;0.00146275;74.15118659
1201;0.43151396;1.31014884;0.18320768;2.83896540;0.00139637;86.27680654
1202;0.80538673;2.54039314;0.36021971;3.78400392;0.00275841;109.89802940
1203;0.17853233;0.68532034;0.10018976;3.87530201;0.00077710;112.55267338
1204;0.18392639;0.59393031;0.08729400;3.83144146;0.00067750;112.01578893
1205;0.09603515;0.26954602;0.03977956;3.46462492;0.00030876;102.28830060
1206;0.07864785;0.19187827;0.02830742;3.02226676;0.00021926;90.85940722
1207;0.07987421;0.17463866;0.02572968;2.56844483;0.00019879;78.40917327
1208;0.06549381;0.13207452;0.01942967;2.20300561;0.00014973;67.93692700
1209;0.10616647;0.20032869;0.02941243;1.95467062;0.00022602;60.98570944
1210;0.06305765;0.11405825;0.01673072;1.69720748;0.00012827;53.66528213
1211;0.09702508;0.16786475;0.02457591;1.53240005;0.00018791;48.98467771
1212;0.09669352;0.16274528;0.02380106;1.34935037;0.00018157;43.64089623
1213;0.10138013;0.16688497;0.02437958;1.21696597;0.00018556;39.47706609
1214;0.09012850;0.14592220;0.02129725;1.08040766;0.00016174;35.35517569
1215;0.08501749;0.13553348;0.01975855;0.97058068;0.00014971;31.92741025
1216;0.10228327;0.16081233;0.02341573;0.89254918;0.00017701;29.48549888
1217;0.09732294;0.15195646;0.02210940;0.81374014;0.00016678;26.96125173
1218;0.12373248;0.19200370;0.02791265;0.75113337;0.00021010;24.87641045
1219;0.11694312;0.18175124;0.02641471;0.69487688;0.00019845;22.94641267
1220;0.11721918;0.18236478;0.02649441;0.64802618;0.00019866;21.30058378
1221;0.30664201;0.47806620;0.06943539;0.77049732;0.00051965;22.16172195
1222;0.59761523;0.97584143;0.14224872;1.17231149;0.00106467;32.71582195
1223;0.79263969;1.45841625;0.21476755;1.80338010;0.00161283;49.11030924
1224;0.62217467;1.37365607;0.20568760;2.43125465;0.00155480;65.64024640
1225;0.60045660;1.49561853;0.22748191;3.11183880;0.00173001;84.27555587
1226;0.53436117;1.46033367;0.22603801;3.72134713;0.00173118;101.75213797
1227;0.23213151;0.65624995;0.10333183;3.81258195;0.00079690;106.87184331
1228;0.15549632;0.39217502;0.06208108;3.61860849;0.00047934;103.68197290
1229;0.09139196;0.20389700;0.03232288;3.21965042;0.00024939;93.45773306
1230;0.07679347;0.15286087;0.02420169;2.80772284;0.00018635;82.78956814
1231;0.08923573;0.16223175;0.02563655;2.44303478;0.00019694;73.13045708
1232;0.05214099;0.08870538;0.01399437;2.08299015;0.00010727;63.29485139
1233;0.04054454;0.06493104;0.01021692;1.81979240;0.00007811;55.93605266
1234;0.07281301;0.11073813;0.01737467;1.61607777;0.00013246;50.42710211
1235;0.08873906;0.13031327;0.02040214;1.42626010;0.00015516;45.26337036
1236;0.06717330;0.09624221;0.01504100;1.26414479;0.00011413;40.55833264
1237;0.07069581;0.09880569;0.01540777;1.12878483;0.00011663;36.65296709
1238;0.06689823;0.09165938;0.01426359;1.01030994;0.00010771;33.12231783
1239;0.06627009;0.08924739;0.01385887;0.84962696;0.00010439;27.99715663
1240;0.03335784;0.04429242;0.00686353;0.77741525;0.00005157;25.62569684
1241;0.02430760;0.03165298;0.00489245;0.72899349;0.00003667;24.04361119
1242;0.04394461;0.05612334;0.00865266;0.67034727;0.00006468;22.14787484
1243;0.06135609;0.07729010;0.01189084;0.60914534;0.00008867;20.13096614
1244;0.11216467;0.14003426;0.02150690;0.61006058;0.00016004;18.76962226
1245;0.58211928;0.72770562;0.11168226;0.90360540;0.00082973;27.45263862
1246;1.31776235;1.81669992;0.28089080;1.51107953;0.00209212;43.64290345
1247;1.50049603;2.81031615;0.44454799;2.52132270;0.00334471;67.11360317
1248;0.34695363;1.08138353;0.17773573;3.00770788;0.00136099;81.28135881
1249;0.70336812;2.12793718;0.35417616;3.97340945;0.00272642;106.08029546
1250;0.46606143;1.59134687;0.27275070;4.67713823;0.00212817;126.14225592
1251;0.55481808;1.74269045;0.30504110;5.41785838;0.00240318;147.65874017
1252;0.33349432;0.97049959;0.17401587;5.41688013;0.00138647;151.28930411
1253;0.22469022;0.54150054;0.09816141;5.00586752;0.00078606;142.66358102
1254;0.11683351;0.23451033;0.04266557;4.29277665;0.00034219;124.97592292
1255;0.10765131;0.18399097;0.03342517;3.59414808;0.00026784;106.87808044
1256;0.10871473;0.16593707;0.03008081;3.09212194;0.00024075;93.66092581
1257;0.06493300;0.09119502;0.01649049;2.60632967;0.00013180;80.57939181
1258;0.04954660;0.06470894;0.01165652;2.21451085;0.00009298;69.79871776
1259;0.04406823;0.05422690;0.00972667;1.90180091;0.00007741;61.03613187
1260;0.05039090;0.05908066;0.01055063;1.64642539;0.00008377;53.74595595
1261;0.06396978;0.07223647;0.01284490;1.44352500;0.00010176;47.86407619
1262;0.06245213;0.06858555;0.01214695;1.23728900;0.00009602;41.93212259
1263;0.06663041;0.07155685;0.01262264;1.11010553;0.00009957;38.07981306
1264;0.07573167;0.07988787;0.01403792;0.98000552;0.00011050;34.10274741
1265;0.08180481;0.08520916;0.01491868;0.87374849;0.00011720;30.77406429
1266;0.07211483;0.07445107;0.01298996;0.78161316;0.00010185;27.93428919
1267;0.07089656;0.07255663;0.01261434;0.69624512;0.00009871;25.33568924
1268;0.11229801;0.11412292;0.01977107;0.65632418;0.00015440;23.12262386
1269;0.42092733;0.42862572;0.07404963;0.90222616;0.00057733;30.73464890
1270;0.57503667;0.62160788;0.10763528;1.24962098;0.00083993;41.48883035
1271;0.51765623;0.61241948;0.10661503;1.59624487;0.00083402;53.09386423
1272;0.36959422;0.47120859;0.08245471;1.87295958;0.00064657;63.47247873
1273;0.26530038;0.34950887;0.06132510;2.05535673;0.00048148;71.56762502
1274;0.17409747;0.22951049;0.04029325;2.12421068;0.00031643;76.39580974
1275;0.13465649;0.17321488;0.03036346;2.11273031;0.00023826;78.49785591
1276;0.06842499;0.08518631;0.01489438;1.98900924;0.00011673;76.28845841
1277;0.03790383;0.04519040;0.00786902;1.80178507;0.00006154;71.10978456
1278;0.01709120;0.01952317;0.00338331;1.56801434;0.00002640;63.54262365
1279;0.01804713;0.01982289;0.00341732;1.35131548;0.00002659;56.14680951
1280;0.01378899;0.01466879;0.00251559;1.15172483;0.00001953;49.21220797
1281;0.01428364;0.01478965;0.00252291;0.98875228;0.00001953;43.48838237
1282;0.01483374;0.01501856;0.00254850;0.85326992;0.00001968;38.49669338
1283;0.01008633;0.01002239;0.00169185;0.73993427;0.00001303;34.08853947
1284;0.01037108;0.01013396;0.00170174;0.64031877;0.00001307;30.20899628
1285;0.01068326;0.01029062;0.00171914;0.55714678;0.00001317;26.83765347
1286;0.01090304;0.01037372;0.00172422;0.48549672;0.00001317;23.85851587
1287;0.01110816;0.01045660;0.00172931;0.42586484;0.00001317;21.28221845
1288;0.01130111;0.01053919;0.00173440;0.37549526;0.00001318;19.05669316
1289;0.01156687;0.01069828;0.00175208;0.33301221;0.00001328;17.15019959
1290;0.01748597;0.01605473;0.00261686;0.29609848;0.00001977;15.47539744
1291;0.02379311;0.02172250;0.00352450;0.26647503;0.00002656;14.10319945
1292;0.03008047;0.02735031;0.00441807;0.24085195;0.00003321;12.88877627
1293;0.14718262;0.13347592;0.02146993;0.30426058;0.00016099;15.63369280
1294;0.37912355;0.34902685;0.05599272;0.50897445;0.00041912;25.04490411
1295;0.46632987;0.45145531;0.07245563;0.75896845;0.00054222;36.77603337
1296;1.32853965;1.37038974;0.22033380;1.31937170;0.00164959;60.03419772
1297;1.29698533;1.70288658;0.27798353;1.96932888;0.00209612;84.41323318
1298;1.24509713;2.19172259;0.36500579;2.93620456;0.00277891;117.77873998
1299;0.50289449;1.25644706;0.21507494;3.42040968;0.00165964;136.08374224
1300;0.25367687;0.65409237;0.11336718;3.52352171;0.00088042;142.20058495
1301;0.12799230;0.29952488;0.05204994;3.29578087;0.00040493;136.13938890
1302;0.04494976;0.09258800;0.01604379;2.76277664;0.00012470;117.04791854
1303;0.04377606;0.08007740;0.01379520;2.27787708;0.00010697;98.97486841
1304;0.03798170;0.06374075;0.01091833;1.87406434;0.00008446;83.61487260
1305;0.03641946;0.05722699;0.00974531;1.54080630;0.00007520;70.34142033
1306;0.02692890;0.04023406;0.00681135;1.25873169;0.00005243;58.92024387
1307;0.02707794;0.03882627;0.00653322;1.08441935;0.00005016;51.90845698
1308;0.02711466;0.03758985;0.00628724;0.90034952;0.00004815;44.24154503
1309;0.02708829;0.03655464;0.00607785;0.75430023;0.00004642;37.94107420
1310;0.02793156;0.03687251;0.00609482;0.64447053;0.00004643;33.05373584
1311;0.03133728;0.04061923;0.00667563;0.54593192;0.00005073;28.50875194
1312;0.02456885;0.03138673;0.00512969;0.46370958;0.00003888;24.80067165
1313;0.02625147;0.03308039;0.00537649;0.40207389;0.00004065;21.87094211
1314;0.02820037;0.03513176;0.00567908;0.33565866;0.00004283;18.61847734
1315;0.02364505;0.02918409;0.00469279;0.28530176;0.00003530;16.11262738
1316;0.11392616;0.13935252;0.02229061;0.38842798;0.00016726;20.40451081
1317;0.75154780;0.92641433;0.14766104;0.74824622;0.00110609;35.75123977
1318;1.00056346;1.42750291;0.22930136;1.27693056;0.00172445;57.25100059
1319;1.11045934;1.99888806;0.32597314;2.05884430;0.00247039;86.99592949
1320;0.88347125;2.19133613;0.36602610;2.87503767;0.00280797;116.49739636
1321;0.11658668;0.37772329;0.06485602;2.87373641;0.00050467;119.17846320
1322;0.25102535;0.69272560;0.11877250;3.12235570;0.00092440;131.68290265
1323;0.46243550;1.16998174;0.20127668;3.44410714;0.00157079;146.21418186
1324;0.31824184;0.80820809;0.14056227;3.50598708;0.00110422;151.85098966
1325;0.09336375;0.22114664;0.03863694;3.06330136;0.00030465;137.58389116
1326;0.02379281;0.04915568;0.00854155;2.45796048;0.00006727;114.39324633
1327;0.02742411;0.05041581;0.00868871;1.96125450;0.00006826;94.54146722
1328;0.03262652;0.05526032;0.00944666;1.54111284;0.00007402;77.07545376
1329;0.03865331;0.06180758;0.01048218;1.22582313;0.00008193;63.45030920
1330;0.03390524;0.05204438;0.00875807;0.97313114;0.00006829;51.73121055
1331;0.03460884;0.05147331;0.00859441;0.77241933;0.00006684;42.37850281
1332;0.02626579;0.03815320;0.00632132;0.61257266;0.00004904;34.75956226
1333;0.02689045;0.03828771;0.00629434;0.49058465;0.00004870;28.93735290
1334;0.02431890;0.03409356;0.00556212;0.39561215;0.00004292;24.14404444
1335;0.02489190;0.03444964;0.00557783;0.32016992;0.00004293;20.09361981
1336;0.02965891;0.04062640;0.00652927;0.26153655;0.00005012;16.87391584
1337;0.04207784;0.05721819;0.00912998;0.21484515;0.00006990;14.10260302
1338;0.03341509;0.04530325;0.00717977;0.17646242;0.00005483;11.77497453
1339;0.03459583;0.04671520;0.00735311;0.15562641;0.00005601;10.09255702
1340;0.06310352;0.08493883;0.01328084;0.17011088;0.00010091;10.87872762
1341;0.37673082;0.50862994;0.07905362;0.49882493;0.00059930;27.11696918
1342;0.45060765;0.65175445;0.10130174;0.87033486;0.00076851;46.01336652
1343;0.85387035;1.34064714;0.20879116;1.45665077;0.00158670;74.52532787
1344;0.92737693;1.77095145;0.27906352;2.09439900;0.00213487;103.78924109
1345;0.90963529;2.23012671;0.35780901;2.91946304;0.00276459;138.99152447
1346;0.44935926;1.45349437;0.23905497;3.29786329;0.00187227;156.82508482
1347;0.63343675;2.07049553;0.34461633;4.08176939;0.00272007;188.77240381
1348;0.31984252;1.12084873;0.19057157;4.07663366;0.00152347;191.38301632
1349;0.16264518;0.49478407;0.08457223;3.60473926;0.00067973;174.00091783
1350;0.02945714;0.07520311;0.01279683;2.67204089;0.00010290;134.91562430
1351;0.03411724;0.07463067;0.01256715;2.02055314;0.00010078;105.92817103
1352;0.03655392;0.07243939;0.01207929;1.51303662;0.00009662;82.60965854
1353;0.04289790;0.07959373;0.01314600;1.16656359;0.00010488;66.03151738
1354;0.05412442;0.09603012;0.01571524;0.88696045;0.00012507;51.98932790
1355;0.03290964;0.05677986;0.00921113;0.67512069;0.00007313;41.09167832
1356;0.02359749;0.03968123;0.00637895;0.52063357;0.00005052;33.10792143
1357;0.02328881;0.03830538;0.00610200;0.40357668;0.00004819;26.42144091
1358;0.01881822;0.03041281;0.00480207;0.31302885;0.00003782;21.00666984
1359;0.01694468;0.02696613;0.00422104;0.24497773;0.00003315;16.94298758
1360;0.01446653;0.02271637;0.00352579;0.18932151;0.00002762;13.48936925
1361;0.01459725;0.02264659;0.00348589;0.14800942;0.00002723;10.89451135
1362;0.01251361;0.01920816;0.00293284;0.11467219;0.00002285;8.70333123
1363;0.01458770;0.02216904;0.00335833;0.08789544;0.00002609;6.93429006
1364;0.06823786;0.10283515;0.01545951;0.16090387;0.00011979;10.41190038
1365;1.11253287;1.68182389;0.25122305;0.81674572;0.00194257;42.21390297
1366;1.79145888;3.62317132;0.54976122;2.14645621;0.00428900;99.16902284
1367;1.08706401;4.89710697;0.77724592;3.89379596;0.00620619;165.27082498
1368;0.49467054;5.66752874;0.96402549;5.95353350;0.00797217;235.49935706
1369;0.71933560;3.95909285;0.73799336;7.60364132;0.00639052;291.39529398
1370;0.77001719;2.98080860;0.59335863;8.65534435;0.00532650;328.90557274
1371;0.69007571;1.97777353;0.41274524;8.72684971;0.00381483;337.25042781
1372;0.45485715;0.97452371;0.20793741;7.68976649;0.00195946;308.67298043
1373;0.15961207;0.25962049;0.05522583;5.69018477;0.00052455;242.61251737
1374;0.05430813;0.07044163;0.01470251;3.89129849;0.00013957;176.65621401
1375;0.06087038;0.06859521;0.01400932;2.67760071;0.00013264;128.41325962
1376;0.05496921;0.05746902;0.01149368;1.84014609;0.00010853;93.23496403
1377;0.04964847;0.04978512;0.00975505;1.29344368;0.00009185;68.80735596
1378;0.04117698;0.04034375;0.00774884;0.91397652;0.00007275;50.91670063
1379;0.04195340;0.04057780;0.00764343;0.68928607;0.00007155;39.51842347
1380;0.04808461;0.04623324;0.00854674;0.49749781;0.00007977;30.14474272
1381;0.05142831;0.04948841;0.00898561;0.37038890;0.00008362;22.86861363
1382;0.05147065;0.04976356;0.00888097;0.27352299;0.00008241;17.84516711
1383;0.05089145;0.04954064;0.00869525;0.19416598;0.00008045;13.20620099
1384;0.04336532;0.04255959;0.00735107;0.13993758;0.00006782;9.95101849
1385;0.03843382;0.03800023;0.00646229;0.10048837;0.00005945;7.52198026
1386;0.03743542;0.03727385;0.00624357;0.07083532;0.00005727;5.62318180
1387;0.03467476;0.03477655;0.00574015;0.05061224;0.00005250;4.25500777
1388;0.22653774;0.22876832;0.03722191;0.41012706;0.00033942;19.29212345
1389;1.22715752;1.28887011;0.20749392;1.35766925;0.00188978;59.12317993
1390;1.75365677;2.42368534;0.39337050;2.62418188;0.00361191;110.34329231
1391;1.17501342;2.90394828;0.48520720;3.95328580;0.00453882;162.59245337
1392;0.63780754;2.55203398;0.44360931;4.96177508;0.00425161;204.43841093
1393;0.68428779;2.65540478;0.47750085;5.81780627;0.00468028;239.35412877
1394;0.60883716;2.16631342;0.40441319;6.29005724;0.00406434;261.07777648
1395;0.55007760;1.61255063;0.30924095;6.26155769;0.00317420;266.05141446
1396;0.40734967;0.97698956;0.18978081;5.60735454;0.00197838;246.41143776
1397;0.19854554;0.38935504;0.07538569;4.16224792;0.00079226;195.03724652
1398;0.07511031;0.12369722;0.02354940;2.65067049;0.00024775;134.82482132
1399;0.07433295;0.10901961;0.02029054;1.66030583;0.00021298;92.41044089
1400;0.07582998;0.10537080;0.01917973;1.08124114;0.00020083;64.35720126
1401;0.08131685;0.11041952;0.01966955;0.71905643;0.00020544;44.97762795
1402;0.08062150;0.10899618;0.01901838;0.48684609;0.00019814;31.98021829
1403;0.08022021;0.10898609;0.01864091;0.32773010;0.00019372;23.39266224
1404;0.06588044;0.09046981;0.01518017;0.20494494;0.00015736;16.38459996
1405;0.06028351;0.08364724;0.01377412;0.13081119;0.00014240;11.39237789
1406;0.05151007;0.07225833;0.01168285;0.08097901;0.00012044;7.74068083
1407;0.05847181;0.08280890;0.01315106;0.04818658;0.00013518;5.18035598
1408;0.04689753;0.06726470;0.01050088;0.02523401;0.00010763;3.39900298
1409;0.05266088;0.07623640;0.01170199;0.00853713;0.00011958;2.10933464
1410;0.04811062;0.07044750;0.01063946;0.00000000;0.00010840;1.17789533
1411;0.04557634;0.06739497;0.01001858;0.00000000;0.00010177;0.52617858
1412;0.12172570;0.18155409;0.02657618;0.17542830;0.00026915;9.34610259
1413;0.26038674;0.39852886;0.05758459;0.74277363;0.00058200;35.36777185
1414;0.37180733;0.59761966;0.08558175;1.32548303;0.00086484;63.64927464
1415;0.67674128;1.16051307;0.16529029;2.12485378;0.00167291;102.29182582
1416;1.72618934;3.44672891;0.49300148;3.81000032;0.00502183;175.87955943
1417;0.80111309;3.57592166;0.53551503;5.27398694;0.00560354;240.06465364
1418;0.61905861;3.08642465;0.48644559;6.25462006;0.00524716;285.20149244
1419;0.49536853;1.97087188;0.32424020;6.13454593;0.00359678;290.01442927
1420;0.28404465;0.85397898;0.14274240;5.10141003;0.00161094;253.49212834
1421;0.16023819;0.36752682;0.06080007;3.54967051;0.00068958;189.23460965
1422;0.05824709;0.11254596;0.01826499;1.97304994;0.00020709;117.92283958
1423;0.07509182;0.13157777;0.02087823;1.16973162;0.00023602;76.60621475
1424;0.09014475;0.15224032;0.02365125;0.68008638;0.00026664;50.12325581
1425;0.11212595;0.18873566;0.02874093;0.41785579;0.00032319;32.70789329
1426;0.09145768;0.15687543;0.02344927;0.23073384;0.00026310;20.76085346
1427;0.06633627;0.11594607;0.01701166;0.13571191;0.00019038;12.93128001
1428;0.03897228;0.06898264;0.00993368;0.08361586;0.00011084;8.24716835
1429;0.02368828;0.04208351;0.00594642;0.05198573;0.00006612;5.39726573
1430;0.01697534;0.03013559;0.00417878;0.03527675;0.00004629;3.55190101
1431;0.01522584;0.02697511;0.00367191;0.03122925;0.00004051;2.66610896
1432;0.01061454;0.01877449;0.00250966;0.03880699;0.00002758;2.55483448
1433;0.01103865;0.01946587;0.00255568;0.05380524;0.00002797;2.90686154
1434;0.00866436;0.01523682;0.00196545;0.07018247;0.00002142;3.62906712
1435;0.00901449;0.01579142;0.00200184;0.08543131;0.00002172;4.33197052
1436;0.01460590;0.02548843;0.00317668;0.08656143;0.00003432;4.30939597
1437;0.15520414;0.27076182;0.03319515;0.72166596;0.00035707;38.44773737
1438;0.21491294;0.38397764;0.04647889;1.30227435;0.00049866;73.20425020
1439;0.43872284;0.80185284;0.09590966;2.04548707;0.00102683;118.66262743
1440;0.42675864;0.83948198;0.09974153;2.55273856;0.00106858;153.37868994
1441;0.58475032;1.21442830;0.14314618;3.12392634;0.00153414;191.32712120
1442;0.45353179;1.02943572;0.12071024;3.30989001;0.00129663;207.97673018
1443;0.16854745;0.39233703;0.04561777;2.75356441;0.00049034;185.04228997
1444;0.06056562;0.13228644;0.01511603;2.03409608;0.00016181;147.08303457
