t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
34,1,MS,roots,0.01846821,8.73185060,0.03004650,0.03343146,0.00413880,1.13177946,0.32930379,0.00018106,NA,0.07990929,0.05790356,NA,NA,NA,0.05145202,0.63776877,1.11573044,NA,0.89438026,NA,NA,15.54465406,1.26217117,43.65925299,0.14585280,NA,2.61200344,9.55971306,0.00005171,0.03617202,25.78702493,NA,0.00000000,0.00007223,0.00000000,NA,NA,69.26013221,1.85199186,0.18926486
35,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00359554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.59901800,NA,NA
35,1,MS,roots,0.01779575,8.46662108,0.02632955,0.02908021,0.00360071,1.11715459,0.32980984,0.00018131,NA,0.07870084,0.05612489,NA,NA,NA,0.05049675,0.61454652,1.09734596,NA,0.87055176,NA,NA,15.59040429,1.22284151,42.33310540,0.14137253,NA,2.63995792,9.58753461,0.00004983,0.03622185,25.85915038,NA,0.00000000,0.00006265,0.00000000,NA,NA,67.77094137,1.78455769,0.18532249
36,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92591797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.98731906,NA,NA
36,1,MS,roots,0.01765759,8.21477431,0.01869776,0.02048702,0.00253699,1.12298027,0.33154383,0.00018155,NA,0.07894031,0.05536429,NA,NA,NA,0.05030211,0.60977530,1.09918451,NA,0.86208038,NA,NA,15.64255625,1.18579182,41.07387155,0.13945666,NA,2.67445229,9.61615227,0.00004944,0.03627129,25.93785977,NA,0.00000000,0.00004401,0.00000000,NA,NA,66.26581504,1.77070272,0.18460671
37,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85485461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.38784237,NA,NA
37,1,MS,roots,0.01757998,7.97936198,0.03369620,0.03655122,0.00452601,1.13288910,0.33193665,0.00018180,NA,0.07939508,0.05476751,NA,NA,NA,0.05022210,0.60709530,1.10401868,NA,0.85489552,NA,NA,15.67874729,1.15300164,39.89680990,0.13795343,NA,2.69306335,9.64255908,0.00004922,0.03632052,25.99874639,NA,0.00000000,0.00007829,0.00000000,NA,NA,64.73803833,1.76292037,0.18438470
38,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79355643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.84611212,NA,NA
38,1,MS,roots,0.01709750,7.69184909,0.04577686,0.04941688,0.00612155,1.12774739,0.32822579,0.00018204,NA,0.07874351,0.05345142,NA,NA,NA,0.04951189,0.59043360,1.09351697,NA,0.83521702,NA,NA,15.70129977,1.11502983,38.45924547,0.13463833,NA,2.69851833,9.66669654,0.00004787,0.03636839,26.04377595,NA,0.00000000,0.00010560,0.00000000,NA,NA,63.23877157,1.71453710,0.18170682
39,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73812723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.51196926,NA,NA
39,1,MS,roots,0.01607466,7.35752797,0.03186848,0.03437892,0.00426199,1.09961166,0.32318916,0.00018226,NA,0.07653971,0.05113933,NA,NA,NA,0.04798432,0.55511147,1.06159886,NA,0.79961143,NA,NA,15.73525127,1.07007059,36.78763983,0.12881444,NA,2.71639517,9.69143462,0.00004501,0.03641340,26.09917644,NA,0.00000000,0.00007334,0.00000000,NA,NA,61.83980080,1.61196655,0.17566337
40,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68250431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.09844836,NA,NA
40,1,MS,roots,0.01544102,7.25929318,0.03786668,0.04065597,0.00504234,1.08694943,0.32720776,0.00018248,NA,0.07540422,0.04963010,NA,NA,NA,0.04706942,0.53322992,1.04460931,NA,0.77563209,NA,NA,15.76213543,1.05998047,36.29646589,0.12501284,NA,2.72783831,9.71455026,0.00004323,0.03645663,26.14506180,NA,0.00000000,0.00008654,0.00000000,NA,NA,60.51866804,1.54842556,0.17210373
41,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63343317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.74251683,NA,NA
41,1,MS,roots,0.01518265,6.92521883,0.03655904,0.03915139,0.00485877,1.08943807,0.32054081,0.00018269,NA,0.07530875,0.04880855,NA,NA,NA,0.04666057,0.52430760,1.04207157,NA,0.76176128,NA,NA,15.78897775,1.01672087,34.62609417,0.12294345,NA,2.73949798,9.73737740,0.00004251,0.03649914,26.19045452,NA,0.00000000,0.00008319,0.00000000,NA,NA,59.18629439,1.52251640,0.17077786
42,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58708175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.45341924,NA,NA
42,1,MS,roots,0.01478455,6.60124321,0.02337216,0.02496195,0.00309973,1.08598238,0.31523124,0.00018290,NA,0.07482836,0.04772356,NA,NA,NA,0.04605295,0.51055996,1.03425133,NA,0.74349971,NA,NA,15.82747831,0.97482637,33.00621606,0.12021048,NA,2.76321398,9.76132763,0.00004140,0.03654054,26.24758725,NA,0.00000000,0.00005295,0.00000000,NA,NA,57.86433986,1.48259517,0.16860487
43,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54508037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.23380951,NA,NA
43,1,MS,roots,0.01432177,6.31795911,0.02642794,0.02803835,0.00348272,1.08004619,0.31081397,0.00018310,NA,0.07416009,0.04655012,NA,NA,NA,0.04538812,0.49457849,1.02389106,NA,0.72309876,NA,NA,15.86146622,0.93923330,31.58979557,0.11725470,NA,2.78288012,9.78418069,0.00004010,0.03658064,26.29903831,NA,0.00000000,0.00005935,0.00000000,NA,NA,56.56799460,1.43618720,0.16609833
44,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50632260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.09802208,NA,NA
44,1,MS,roots,0.01359231,6.06244671,0.02574648,0.02716735,0.00337581,1.06213529,0.30697933,0.00018329,NA,0.07267778,0.04492268,NA,NA,NA,0.04432123,0.46938762,1.00238270,NA,0.69517798,NA,NA,15.89439499,0.90765384,30.31223356,0.11315535,NA,2.80221659,9.80614834,0.00003806,0.03661870,26.34802668,NA,0.00000000,0.00005739,0.00000000,NA,NA,55.34017218,1.36303640,0.16192168
45,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69253545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.57934131,NA,NA
45,1,MS,roots,0.01260224,6.84801099,0.13651298,0.14326343,0.01780870,1.03618094,0.34194718,0.00018347,NA,0.07040157,0.04315761,NA,NA,NA,0.04293698,0.43519724,0.97005413,NA,0.66228746,NA,NA,15.81974386,1.06622802,34.24005497,0.10870933,NA,2.71496322,9.81248086,0.00003529,0.03665399,26.27736133,NA,0.00000000,0.00030207,0.00000000,NA,NA,54.37125669,1.26375228,0.15649616
46,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90521945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.96119377,NA,NA
46,1,MS,roots,0.01211245,9.27071488,0.27752308,0.29978940,0.03739037,1.03521070,0.43001141,0.00018364,NA,0.06954055,0.04272883,NA,NA,NA,0.04210341,0.41828318,0.95730437,NA,0.64708621,NA,NA,15.61367219,1.43711626,46.35357440,0.10762929,NA,2.49677911,9.79865581,0.00003391,0.03668790,26.04919522,NA,0.00000000,0.00063381,0.00000000,NA,NA,53.82863490,1.21463620,0.15437279
47,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15307712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.44979275,NA,NA
47,1,MS,roots,0.01236743,12.77769413,0.26670324,0.31071093,0.03903689,1.06407598,0.54748027,0.00018381,NA,0.07077416,0.04384269,NA,NA,NA,0.04209294,0.42708858,0.97336769,NA,0.65631060,NA,NA,15.43287961,1.94455221,63.88847067,0.11043499,NA,2.30361910,9.78336146,0.00003463,0.03672253,25.81156291,NA,0.00000000,0.00066266,0.00000000,NA,NA,53.76438583,1.24020588,0.15670979
48,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54249610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.83930561,NA,NA
48,1,MS,roots,0.01293206,18.40645501,0.41975630,0.52553695,0.06653092,1.11136707,0.67017694,0.00018399,NA,0.07284324,0.04623254,NA,NA,NA,0.04275450,0.44658702,1.00083729,NA,0.68082363,NA,NA,15.12455971,2.77153391,92.03227504,0.11645477,NA,1.98236714,9.74129578,0.00003621,0.03675874,25.36293854,NA,0.00000000,0.00113114,0.00000000,NA,NA,54.44584746,1.29682662,0.16183029
49,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92578547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.18964840,NA,NA
49,1,MS,roots,0.01372847,24.16477076,0.32105364,0.45958796,0.05895658,1.15898637,0.77314265,0.00018418,NA,0.07525101,0.04920083,NA,NA,NA,0.04339632,0.47408998,1.03283901,NA,0.71631578,NA,NA,14.94317143,3.60284309,120.82385378,0.12393156,NA,1.78725039,9.70795006,0.00003844,0.03679718,24.98590337,NA,0.00000000,0.00100669,0.00000000,NA,NA,55.86096707,1.37669140,0.16784816
50,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20032544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.39320882,NA,NA
50,1,MS,roots,0.01434686,28.37460161,0.20500270,0.32101626,0.04165872,1.18251786,0.84801024,0.00018438,NA,0.07656286,0.05158480,NA,NA,NA,0.04398680,0.49544474,1.04969855,NA,0.74647228,NA,NA,14.89801408,4.18262028,141.87300805,0.12993652,NA,1.72774618,9.69295305,0.00004017,0.03683735,24.75256674,NA,0.00000000,0.00071377,0.00000000,NA,NA,57.81075220,1.43870266,0.17213446
51,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37299012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.08700161,NA,NA
51,1,MS,roots,0.01473632,30.67094123,0.15224407,0.24443210,0.03196985,1.18508835,0.88403818,0.00018459,NA,0.07676685,0.05327187,NA,NA,NA,0.04450221,0.50889420,1.05131764,NA,0.76715058,NA,NA,14.91580981,4.47599947,153.35470617,0.13418607,NA,1.73080560,9.68843344,0.00004126,0.03687861,24.59986943,NA,0.00000000,0.00054861,0.00000000,NA,NA,60.04880560,1.47775803,0.17454093
52,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40427919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.42477581,NA,NA
52,1,MS,roots,0.01508750,29.29206086,0.04276825,0.06813430,0.00896258,1.17680494,0.86780234,0.00018480,NA,0.07664970,0.05426266,NA,NA,NA,0.04496172,0.52102154,1.04851227,NA,0.78101442,NA,NA,15.03803823,4.29178982,146.46030428,0.13668176,NA,1.83794652,9.70777493,0.00004224,0.03692086,24.62749147,NA,0.00000000,0.00015387,0.00000000,NA,NA,62.03859878,1.51297414,0.17587408
53,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35606536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.86195097,NA,NA
53,1,MS,roots,0.01488877,26.35634336,0.02756622,0.04137656,0.00544754,1.14746477,0.80648002,0.00018501,NA,0.07511730,0.05395009,NA,NA,NA,0.04492661,0.51415886,1.02639121,NA,0.77594808,NA,NA,15.16200496,3.88113888,131.78171680,0.13589444,NA,1.94702448,9.73056599,0.00004169,0.03696255,24.68217310,NA,0.00000000,0.00009334,0.00000000,NA,NA,63.63015098,1.49304588,0.17399400
54,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27797100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.63483898,NA,NA
54,1,MS,roots,0.01440901,23.68234367,0.02279870,0.03235233,0.00425997,1.11246780,0.74750254,0.00018521,NA,0.07314447,0.05309353,NA,NA,NA,0.04457164,0.49759119,0.99834505,NA,0.76297970,NA,NA,15.27790830,3.49860990,118.41171837,0.13373686,NA,2.04851881,9.75416605,0.00004035,0.03700289,24.74496979,NA,0.00000000,0.00007282,0.00000000,NA,NA,64.90108594,1.44493566,0.17080964
55,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18537618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.17445385,NA,NA
55,1,MS,roots,0.01413802,21.27836905,0.01408003,0.01902899,0.00250533,1.09053466,0.69386354,0.00018541,NA,0.07198472,0.05261469,NA,NA,NA,0.04450114,0.48823307,0.98146560,NA,0.75581679,NA,NA,15.39113276,3.14932759,106.39184525,0.13253070,NA,2.14760524,9.77933918,0.00003959,0.03704248,24.82069330,NA,0.00000000,0.00004272,0.00000000,NA,NA,65.85954466,1.41776096,0.16910055
56,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08265938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.70895566,NA,NA
56,1,MS,roots,0.01380374,19.64688344,0.01657160,0.02141815,0.00281854,1.06969719,0.65944333,0.00018560,NA,0.07084448,0.05204522,NA,NA,NA,0.04437515,0.47668925,0.96491245,NA,0.74735539,NA,NA,15.49368500,2.90778125,98.23441719,0.13109627,NA,2.23635374,9.80394876,0.00003865,0.03708113,24.89329599,NA,0.00000000,0.00004794,0.00000000,NA,NA,66.62798603,1.38423931,0.16726485
57,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97804443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.33209267,NA,NA
57,1,MS,roots,0.01363553,18.02471837,0.01884254,0.02344742,0.00308432,1.05743212,0.62114470,0.00018579,NA,0.07022214,0.05174663,NA,NA,NA,0.04442506,0.47088042,0.95545234,NA,0.74291741,NA,NA,15.58614266,2.66520327,90.12359187,0.13034414,NA,2.31517586,9.82818517,0.00003818,0.03711931,24.96354987,NA,0.00000000,0.00005233,0.00000000,NA,NA,67.18304633,1.36737128,0.16639383
58,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87497043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.08039654,NA,NA
58,1,MS,roots,0.01354030,16.54583191,0.01952419,0.02352883,0.00309395,1.04965805,0.58466180,0.00018598,NA,0.06985957,0.05153790,NA,NA,NA,0.04452956,0.46759174,0.94954924,NA,0.74000253,NA,NA,15.67091127,2.44306541,82.72915955,0.12981838,NA,2.38640417,9.85235569,0.00003791,0.03715722,25.03348925,NA,0.00000000,0.00005236,0.00000000,NA,NA,67.53484256,1.35782141,0.16592702
59,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77815537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.02241582,NA,NA
59,1,MS,roots,0.01354168,15.03455633,0.01486516,0.01742513,0.00229056,1.04669880,0.54557177,0.00018617,NA,0.06979302,0.05142901,NA,NA,NA,0.04471332,0.46763919,0.94767770,NA,0.73897493,NA,NA,15.75343388,2.21689838,75.17278164,0.12954411,NA,2.45538511,9.87734195,0.00003792,0.03719514,25.10941617,NA,0.00000000,0.00003867,0.00000000,NA,NA,67.66410589,1.35795920,0.16593535
60,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68604295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.07301811,NA,NA
60,1,MS,roots,0.01353920,13.76235650,0.01157058,0.01321999,0.00173692,1.04485140,0.51336438,0.00018636,NA,0.06977841,0.05126205,NA,NA,NA,0.04487430,0.46755372,0.94651458,NA,0.73746786,NA,NA,15.83344903,2.02708776,68.81178250,0.12912354,NA,2.52186105,9.90287128,0.00003791,0.03723305,25.18923752,NA,0.00000000,0.00002925,0.00000000,NA,NA,67.60646505,1.35771102,0.16591475
61,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59792575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.25818126,NA,NA
61,1,MS,roots,0.01340339,12.72641968,0.01019269,0.01137246,0.00149330,1.03914304,0.48797186,0.00018655,NA,0.06948621,0.05082712,NA,NA,NA,0.04485127,0.46286358,0.94160196,NA,0.73230340,NA,NA,15.90993479,1.87238621,63.63209842,0.12802802,NA,2.58494343,9.92849330,0.00003753,0.03727058,25.27004002,NA,0.00000000,0.00002508,0.00000000,NA,NA,67.41592662,1.34409151,0.16516461
62,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51363318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.56760627,NA,NA
62,1,MS,roots,0.01316988,11.84675886,0.01031191,0.01125822,0.00147738,1.03065749,0.46657376,0.00018673,NA,0.06898955,0.05020224,NA,NA,NA,0.04468724,0.45479994,0.93394767,NA,0.72447347,NA,NA,15.98199639,1.74098969,59.23379431,0.12645400,NA,2.64383515,9.95387769,0.00003688,0.03730745,25.34970056,NA,0.00000000,0.00002475,0.00000000,NA,NA,67.12952998,1.32067581,0.16387903
63,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43229149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.98959449,NA,NA
63,1,MS,roots,0.01288365,11.09407455,0.00898489,0.00961900,0.00126153,1.02079584,0.44868173,0.00018691,NA,0.06838942,0.04947380,NA,NA,NA,0.04443855,0.44491552,0.92492905,NA,0.71520080,NA,NA,16.05159117,1.62832983,55.47037274,0.12461913,NA,2.70054627,9.97916777,0.00003607,0.03734353,25.42952965,NA,0.00000000,0.00002108,0.00000000,NA,NA,66.77352717,1.29197284,0.16230177
64,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35321898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.50713390,NA,NA
64,1,MS,roots,0.01263475,10.44701179,0.00765415,0.00804596,0.00105458,1.01270427,0.43381820,0.00018709,NA,0.06789796,0.04880120,NA,NA,NA,0.04422502,0.43631998,0.91741326,NA,0.70675073,NA,NA,16.11923641,1.53117661,52.23505894,0.12292493,NA,2.75555676,10.00438237,0.00003538,0.03737890,25.50953776,NA,0.00000000,0.00001758,0.00000000,NA,NA,66.35805938,1.26701258,0.16092419
65,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27793964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.11708715,NA,NA
65,1,MS,roots,0.01244553,9.81575644,0.00770751,0.00796399,0.00104319,1.00717262,0.41834159,0.00018727,NA,0.06756372,0.04821745,NA,NA,NA,0.04407238,0.42978570,0.91204673,NA,0.69954988,NA,NA,16.18374909,1.43690291,49.07878218,0.12145454,NA,2.80762392,10.02937109,0.00003485,0.03741375,25.58837308,NA,0.00000000,0.00001734,0.00000000,NA,NA,65.87667458,1.24803795,0.15985354
66,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20465912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.79937829,NA,NA
66,1,MS,roots,0.01224854,9.32090480,0.00791403,0.00804929,0.00105374,1.00177317,0.40751550,0.00018744,NA,0.06722696,0.04761758,NA,NA,NA,0.04389784,0.42298293,0.90666973,NA,0.69203462,NA,NA,16.24554570,1.36270503,46.60452399,0.11994354,NA,2.85717199,10.05409726,0.00003430,0.03744805,25.66581799,NA,0.00000000,0.00001748,0.00000000,NA,NA,65.35071183,1.22828364,0.15874238
67,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13606464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.49136808,NA,NA
67,1,MS,roots,0.01199840,8.75928901,0.00947055,0.00949246,0.00124198,0.99476495,0.39250309,0.00018761,NA,0.06676693,0.04691825,NA,NA,NA,0.04363801,0.41434483,0.89965830,NA,0.68293914,NA,NA,16.30305498,1.28025427,43.79644503,0.11818198,NA,2.90268286,10.07832445,0.00003360,0.03748164,25.74032960,NA,0.00000000,0.00002055,0.00000000,NA,NA,64.77767533,1.20319981,0.15732318
68,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07022010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.32638376,NA,NA
68,1,MS,roots,0.01170723,8.33511621,0.00962839,0.00952535,0.00124567,0.98655179,0.38258886,0.00018777,NA,0.06621829,0.04615576,NA,NA,NA,0.04331350,0.40428967,0.89148603,NA,0.67279261,NA,NA,16.35817525,1.21749221,41.67558107,0.11626136,NA,2.94609590,10.10219472,0.00003278,0.03751442,25.81319593,NA,0.00000000,0.00002056,0.00000000,NA,NA,64.18391743,1.17400099,0.15568756
69,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09099931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.60376487,NA,NA
69,1,MS,roots,0.01140979,8.04431653,0.01797310,0.01756550,0.00229605,0.97851607,0.37705110,0.00018793,NA,0.06565939,0.04540777,NA,NA,NA,0.04297622,0.39401825,0.88320946,NA,0.66251645,NA,NA,16.40407318,1.19579916,40.22158265,0.11437726,NA,2.98058403,10.12465320,0.00003195,0.03754637,25.87642740,NA,0.00000000,0.00003780,0.00000000,NA,NA,63.59021718,1.14417422,0.15404338
70,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07096969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.19172708,NA,NA
70,1,MS,roots,0.01120243,8.10715340,0.02736669,0.02649830,0.00346290,0.97409466,0.38655457,0.00018809,NA,0.06532663,0.04485498,NA,NA,NA,0.04274345,0.38685736,0.87799982,NA,0.65473675,NA,NA,16.44032025,1.20284132,40.53576699,0.11298483,NA,3.00562868,10.14566986,0.00003137,0.03757774,25.92947976,NA,0.00000000,0.00005689,0.00000000,NA,NA,63.03661848,1.12338001,0.15292505
71,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06023536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.97158228,NA,NA
71,1,MS,roots,0.01115685,8.86583854,0.05489832,0.05281900,0.00690277,0.97632541,0.42558405,0.00018824,NA,0.06539988,0.04467869,NA,NA,NA,0.04272933,0.38528328,0.87825423,NA,0.65172171,NA,NA,16.45102719,1.29513497,44.32919268,0.11254079,NA,3.00517876,10.16313737,0.00003124,0.03760898,25.95562552,NA,0.00000000,0.00011317,0.00000000,NA,NA,62.60439015,1.11880910,0.15280790
72,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06078117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.34858224,NA,NA
