t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
1358,1,MS,roots,0.00441432,3.51441291,0.01881822,0.03041281,0.00480207,2.45424560,0.02002829,0.00055066,NA,0.14536279,0.24453869,NA,NA,NA,0.12088662,0.15244128,0.66685505,NA,0.56867198,NA,NA,42.49088271,0.31302885,17.57206457,0.61596648,NA,3.15816222,21.17646072,0.00001236,0.11009222,45.18553298,NA,0.00000000,0.00003782,0.00000000,NA,NA,554.17044575,0.44266828,0.51078811
1359,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.69153566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.89583764,NA,NA
1359,1,MS,roots,0.00336226,2.77947334,0.01694468,0.02696613,0.00422104,2.42363922,0.01622891,0.00055071,NA,0.14413220,0.24148290,NA,NA,NA,0.12031290,0.11611017,0.66115314,NA,0.56444302,NA,NA,42.57193102,0.24497773,13.89736669,0.60826926,NA,3.23584826,21.23435493,0.00000941,0.11010163,45.69489937,NA,0.00000000,0.00003315,0.00000000,NA,NA,554.19335440,0.33716780,0.50592799
1360,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.49096057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.83266766,NA,NA
1360,1,MS,roots,0.00251384,2.16939630,0.01446653,0.02271637,0.00352579,2.39734533,0.01296229,0.00055074,NA,0.14314599,0.23882268,NA,NA,NA,0.11987544,0.08681124,0.65658732,NA,0.56116410,NA,NA,42.64918929,0.18932151,10.84698148,0.60156847,NA,3.31059269,21.29258858,0.00000704,0.11010867,46.20237391,NA,0.00000000,0.00002762,0.00000000,NA,NA,554.06772322,0.25208777,0.50184411
1361,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.29644203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.97642779,NA,NA
1361,1,MS,roots,0.00164370,1.71288175,0.01459725,0.02264659,0.00348589,2.37090169,0.01045699,0.00055076,NA,0.14213619,0.23613215,NA,NA,NA,0.11940843,0.05676227,0.65192827,NA,0.55778055,NA,NA,42.72153200,0.14800942,8.56440873,0.59479131,NA,3.38129171,21.35049351,0.00000460,0.11011327,46.70368585,NA,0.00000000,0.00002723,0.00000000,NA,NA,553.86420395,0.16482976,0.49767678
1362,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.10917303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.36578788,NA,NA
1362,1,MS,roots,0.00060160,1.34021125,0.01251361,0.01920816,0.00293284,2.34135026,0.00835403,0.00055077,NA,0.14092892,0.23313289,NA,NA,NA,0.11879723,0.02077529,0.64638105,NA,0.55361405,NA,NA,42.79190785,0.11467219,6.70105624,0.58723649,NA,3.45106596,21.40849484,0.00000168,0.11011496,47.20151727,NA,0.00000000,0.00002285,0.00000000,NA,NA,553.64386284,0.06032855,0.49285903
1363,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.93026744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.89308870,NA,NA
1363,1,MS,roots,0.00000000,1.03717421,0.01458770,0.02216904,0.00335833,2.32062222,0.00659042,0.00055077,NA,0.14023675,0.23100373,NA,NA,NA,0.11851760,0.00000000,0.64320638,NA,0.55145400,NA,NA,42.85710414,0.08789544,5.18587104,0.58187338,NA,3.51626225,21.46583409,0.00000000,0.11011496,47.69138811,NA,0.00000000,0.00002609,0.00000000,NA,NA,553.37540025,0.00000000,0.48975808
1364,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16280339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.20233769,NA,NA
1364,1,MS,roots,0.00000000,1.87795275,0.06823786,0.10283515,0.01545951,2.31298376,0.01199513,0.00055077,NA,0.14024661,0.23026820,NA,NA,NA,0.11870365,0.00000000,0.64325158,NA,0.55194152,NA,NA,42.87609567,0.16090387,9.38976373,0.58002065,NA,3.53525378,21.51113218,0.00000000,0.11011496,48.09841541,NA,0.00000000,0.00011979,0.00000000,NA,NA,553.47792846,0.00000000,0.48921846
1365,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.23787473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.55365958,NA,NA
1365,1,MS,roots,0.00000000,9.20661397,1.11253287,1.68182389,0.25122305,2.33396717,0.04263159,0.00055077,NA,0.14027741,0.23316847,NA,NA,NA,0.11893356,0.00000000,0.64339283,NA,0.55066678,NA,NA,41.91915593,0.81674572,46.03306987,0.58732612,NA,2.57831404,21.32058464,0.00000000,0.11011496,46.93105842,NA,0.00000000,0.00194257,0.00000000,NA,NA,556.80635212,0.00000000,0.49237943
1366,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.62162880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.79833706,NA,NA
1366,1,MS,roots,0.00000000,22.26787163,1.79145888,3.62317132,0.54976122,2.38951295,0.04277661,0.00055077,NA,0.14035399,0.24096185,NA,NA,NA,0.11674406,0.00000000,0.64374409,NA,0.54695766,NA,NA,40.42790591,2.14645621,111.33935816,0.60695680,NA,1.08706401,20.83119802,0.00000000,0.11011496,43.83710407,NA,0.00000000,0.00428900,0.00000000,NA,NA,565.88401182,0.00000000,0.49805990
1367,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.57670860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074.37989637,NA,NA
1367,1,MS,roots,0.00000000,37.05957477,1.08706401,4.89710697,0.77724592,2.46648830,0.03153094,0.00055077,NA,0.14047877,0.25262892,NA,NA,NA,0.11333603,0.00000000,0.64431643,NA,0.54086191,NA,NA,39.83556654,3.89379596,185.29787385,0.63634489,NA,0.49472465,20.11375009,0.00000000,0.11011496,39.49523771,NA,0.00000000,0.00620619,0.00000000,NA,NA,581.46967769,0.00000000,0.50644372
1368,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.79917305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137.37579220,NA,NA
1368,1,MS,roots,0.00005410,52.49319326,0.49467054,5.66752874,0.96402549,2.55613219,0.06262319,0.00055077,NA,0.14069336,0.26745638,NA,NA,NA,0.11271710,0.00186837,0.64529977,NA,0.53216969,NA,NA,40.06125402,5.95353350,262.46596629,0.67369366,NA,0.72035802,19.20866457,0.00000015,0.11011511,34.41809866,NA,0.00000000,0.00797217,0.00000000,NA,NA,603.83210654,0.00542549,0.52086685
1369,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23536880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197.98851794,NA,NA
1369,1,MS,roots,0.00102242,64.52244391,0.71933560,3.95909285,0.73799336,2.63393962,0.09191114,0.00055079,NA,0.14203797,0.28249566,NA,NA,NA,0.11522856,0.03530756,0.65144995,NA,0.52926429,NA,NA,40.24125268,7.60364132,322.61221956,0.71157597,NA,0.89933427,18.52917091,0.00000286,0.11011797,31.08989678,NA,0.00000000,0.00639052,0.00000000,NA,NA,631.34072062,0.10252824,0.53976218
1370,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.95339490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253.68248881,NA,NA
1370,1,MS,roots,0.00696809,72.45291348,0.77001719,2.98080860,0.59335863,2.80493629,0.12463658,0.00055088,NA,0.14931514,0.30853861,NA,NA,NA,0.12142975,0.24063135,0.68470502,NA,0.54937020,NA,NA,40.48681784,8.65534435,362.26456742,0.77717534,NA,1.13793134,17.99649647,0.00001951,0.11013748,28.80241586,NA,0.00000000,0.00532650,0.00000000,NA,NA,661.49472058,0.69876000,0.57928350
1371,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.90071731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298.24393681,NA,NA
1371,1,MS,roots,0.02130829,73.32891081,0.69007571,1.97777353,0.41274524,3.16918712,0.15481153,0.00055118,NA,0.16775837,0.35643323,NA,NA,NA,0.13488812,0.73584629,0.76886245,NA,0.61215645,NA,NA,40.82693509,8.72684971,366.64455403,0.89781670,NA,1.45674029,17.65131396,0.00005966,0.11019715,27.63015303,NA,0.00000000,0.00381483,0.00000000,NA,NA,690.00788463,2.13679535,0.65907971
1372,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.10890179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.32104555,NA,NA
1372,1,MS,roots,0.02381551,65.57029364,0.45485715,0.97452371,0.20793741,3.23425813,0.17378906,0.00055152,NA,0.17136899,0.37040597,NA,NA,NA,0.13907932,0.82242883,0.78493552,NA,0.62373252,NA,NA,41.28840547,7.68976649,327.85146820,0.93301252,NA,1.89439517,17.51215170,0.00006668,0.11026383,27.49683241,NA,0.00000000,0.00195946,0.00000000,NA,NA,714.75182252,2.38821902,0.68085428
1373,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79504295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.05901199,NA,NA
1373,1,MS,roots,0.01608665,49.26346161,0.15961207,0.25962049,0.05522583,3.03132448,0.16194715,0.00055174,NA,0.16142779,0.35173639,NA,NA,NA,0.13463379,0.55552579,0.73909908,NA,0.58855657,NA,NA,41.82106265,5.69018477,246.31730804,0.88598587,NA,2.41096570,17.52178231,0.00004504,0.11030887,28.03900060,NA,0.00000000,0.00052455,0.00000000,NA,NA,733.40292662,1.61316969,0.64779797
1374,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.30305987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328.26607977,NA,NA
1374,1,MS,roots,0.00906261,34.11325330,0.05430813,0.07044163,0.01470251,2.85443255,0.12982224,0.00055187,NA,0.15287138,0.33414803,NA,NA,NA,0.13094908,0.31296223,0.69976248,NA,0.55895863,NA,NA,42.25953754,3.89129849,170.56626652,0.84168270,NA,2.84037797,17.56867387,0.00002538,0.11033425,28.73176700,NA,0.00000000,0.00013957,0.00000000,NA,NA,746.36311887,0.90879881,0.61796849
1375,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.82104833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323.47975373,NA,NA
1375,1,MS,roots,0.00747301,23.76677233,0.06087038,0.06859521,0.01400932,2.80623215,0.09863376,0.00055197,NA,0.15109467,0.33039199,NA,NA,NA,0.13129972,0.25806783,0.69149855,NA,0.55407601,NA,NA,42.55985674,2.67760071,118.83386165,0.83222164,NA,3.13322417,17.61573052,0.00002092,0.11035517,29.41857879,NA,0.00000000,0.00013264,0.00000000,NA,NA,754.98110122,0.74939312,0.61278638
1376,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.36762007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.47253892,NA,NA
1376,1,MS,roots,0.00667797,16.53536943,0.05496921,0.05746902,0.01149368,2.77615021,0.07267740,0.00055207,NA,0.15025344,0.32803045,NA,NA,NA,0.13175843,0.23061248,0.68753209,NA,0.55262403,NA,NA,42.77599732,1.84014609,82.67684714,0.82627317,NA,3.34268678,17.66515151,0.00001870,0.11037387,30.11161475,NA,0.00000000,0.00010853,0.00000000,NA,NA,760.51926235,0.66966659,0.61004232
1377,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.93414777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316.23683283,NA,NA
1377,1,MS,roots,0.00613568,11.76795129,0.04964847,0.04978512,0.00975505,2.75179121,0.05389971,0.00055215,NA,0.14969686,0.32588128,NA,NA,NA,0.13209295,0.21188552,0.68487865,NA,0.55219644,NA,NA,42.93886374,1.29344368,58.83975643,0.82085966,NA,3.49941752,17.71627347,0.00001718,0.11039105,30.80765043,NA,0.00000000,0.00009185,0.00000000,NA,NA,764.02963103,0.61528609,0.60767109
1378,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.54185212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.60114160,NA,NA
1378,1,MS,roots,0.00564701,8.41291308,0.04117698,0.04034375,0.00774884,2.72865511,0.03980091,0.00055223,NA,0.14919138,0.32356383,NA,NA,NA,0.13225886,0.19500992,0.68246827,NA,0.55192914,NA,NA,43.06959339,0.91397652,42.06456539,0.81502224,NA,3.62450016,17.76938196,0.00001581,0.11040686,31.50788050,NA,0.00000000,0.00007275,0.00000000,NA,NA,766.12828633,0.56628171,0.60501406
1379,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.12589624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.36833168,NA,NA
1379,1,MS,roots,0.00494435,6.42758485,0.04195340,0.04057780,0.00764343,2.70116588,0.03119993,0.00055230,NA,0.14842638,0.32056132,NA,NA,NA,0.13212442,0.17074493,0.67888370,NA,0.55063604,NA,NA,43.17529375,0.68928607,32.13792425,0.80745924,NA,3.72525617,17.82246349,0.00001384,0.11042071,32.20088624,NA,0.00000000,0.00007155,0.00000000,NA,NA,767.45033920,0.49581954,0.60111212
1380,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.73939716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309.15078596,NA,NA
1380,1,MS,roots,0.00410646,4.69584574,0.04808461,0.04623324,0.00854674,2.67121048,0.02323047,0.00055236,NA,0.14749743,0.31712996,NA,NA,NA,0.13178175,0.14180975,0.67456458,NA,0.54865536,NA,NA,43.25408828,0.49749781,23.47922870,0.79881601,NA,3.79994424,17.87443286,0.00001150,0.11043220,32.88020944,NA,0.00000000,0.00007977,0.00000000,NA,NA,768.12687058,0.41179581,0.59640914
1381,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.37123840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.26942688,NA,NA
1381,1,MS,roots,0.00337974,3.53800644,0.05142831,0.04948841,0.00898561,2.64397410,0.01776460,0.00055241,NA,0.14669550,0.31393802,NA,NA,NA,0.13143549,0.11671356,0.67083952,NA,0.54707375,NA,NA,43.31569766,0.37038890,17.69003222,0.79077586,NA,3.85817388,17.92579749,0.00000946,0.11044167,33.54873136,NA,0.00000000,0.00008362,0.00000000,NA,NA,768.39569264,0.33891996,0.59206900
1382,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.01531004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305.37548502,NA,NA
1382,1,MS,roots,0.00266379,2.64331747,0.05147065,0.04976356,0.00888097,2.61724884,0.01343881,0.00055244,NA,0.14590382,0.31074931,NA,NA,NA,0.13103758,0.09198954,0.66717414,NA,0.54546774,NA,NA,43.36664323,0.27352299,13.21658737,0.78274385,NA,3.90645567,17.97709688,0.00000746,0.11044913,34.20940905,NA,0.00000000,0.00008241,0.00000000,NA,NA,768.37153859,0.26712483,0.58769072
1383,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.70620409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303.56418509,NA,NA
1383,1,MS,roots,0.00176850,1.89549828,0.05089145,0.04954064,0.00869525,2.58712422,0.00974061,0.00055247,NA,0.14490431,0.30712016,NA,NA,NA,0.13045764,0.06107229,0.66257396,NA,0.54302468,NA,NA,43.40930572,0.19416598,9.47749142,0.77360241,NA,3.94734965,18.02831828,0.00000495,0.11045408,34.86171491,NA,0.00000000,0.00008045,0.00000000,NA,NA,768.14459329,0.17734544,0.58248211
1384,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.41337054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301.99117579,NA,NA
1384,1,MS,roots,0.00049250,1.37958530,0.04336532,0.04255959,0.00735107,2.54953713,0.00716969,0.00055247,NA,0.14347226,0.30260217,NA,NA,NA,0.12954892,0.01700774,0.65601773,NA,0.53891076,NA,NA,43.45306504,0.13993758,6.89792648,0.76222209,NA,3.99061647,18.08043324,0.00000138,0.11045546,35.51036794,NA,0.00000000,0.00006782,0.00000000,NA,NA,767.87098278,0.04938810,0.57562335
1385,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11018585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300.47579291,NA,NA
1385,1,MS,roots,0.00000000,1.00100931,0.03843382,0.03800023,0.00646229,2.52804020,0.00526248,0.00055247,NA,0.14293415,0.29997813,NA,NA,NA,0.12927254,0.00000000,0.65355727,NA,0.53810492,NA,NA,43.49733699,0.10048837,5.00504655,0.75561243,NA,4.03488841,18.13335027,0.00000000,0.11045546,36.15726685,NA,0.00000000,0.00005945,0.00000000,NA,NA,767.50083108,0.00000000,0.57218483
1386,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.82385490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.01549936,NA,NA
1386,1,MS,roots,0.00000000,0.71264478,0.03743542,0.03727385,0.00624357,2.51649990,0.00378810,0.00055247,NA,0.14295243,0.29851183,NA,NA,NA,0.12938803,0.00000000,0.65364086,NA,0.53935006,NA,NA,43.53950365,0.07083532,3.56322390,0.75191897,NA,4.07705508,18.18662563,0.00000000,0.11045546,36.80120923,NA,0.00000000,0.00005727,0.00000000,NA,NA,767.00456360,0.00000000,0.57085229
1387,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.53725369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.57491988,NA,NA
1387,1,MS,roots,0.00000000,0.51433233,0.03467476,0.03477655,0.00574015,2.50496258,0.00276477,0.00055247,NA,0.14296912,0.29702991,NA,NA,NA,0.12949437,0.00000000,0.65371715,NA,0.54055447,NA,NA,43.58231854,0.05061224,2.57166167,0.74818617,NA,4.11986996,18.24053926,0.00000000,0.11045546,37.44392301,NA,0.00000000,0.00005250,0.00000000,NA,NA,766.42199918,0.00000000,0.56949340
1388,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76174688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.51669834,NA,NA
1388,1,MS,roots,0.00000000,4.16313369,0.22653774,0.22876832,0.03722191,2.49683861,0.02174412,0.00055247,NA,0.14299310,0.29626636,NA,NA,NA,0.12965548,0.00000000,0.65382682,NA,0.54138486,NA,NA,43.47086579,0.41012706,20.81566843,0.74626288,NA,4.00841721,18.26307982,0.00000000,0.11045546,37.88997055,NA,0.00000000,0.00033942,0.00000000,NA,NA,767.45241588,0.00000000,0.56891495
1389,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57281599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335.21225856,NA,NA
1389,1,MS,roots,0.00000000,13.64384289,1.22715752,1.28887011,0.20749392,2.50713220,0.05292181,0.00055247,NA,0.14301912,0.29849943,NA,NA,NA,0.12949337,0.00000000,0.65394575,NA,0.54031452,NA,NA,42.45948683,1.35766925,68.21921444,0.75188774,NA,2.99703826,18.11529970,0.00000000,0.11045546,37.27918723,NA,0.00000000,0.00188978,0.00000000,NA,NA,772.67043286,0.00000000,0.57101192
1390,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23291235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373.18075568,NA,NA
1390,1,MS,roots,0.00000000,25.52677534,1.75365677,2.42368534,0.39337050,2.53686440,0.05208864,0.00055247,NA,0.14304875,0.30407196,NA,NA,NA,0.12680724,0.00000000,0.65408124,NA,0.53704024,NA,NA,41.06047786,2.62418188,127.63387668,0.76592434,NA,1.59802929,17.78136871,0.00000000,0.11045546,35.54457252,NA,0.00000000,0.00361191,0.00000000,NA,NA,783.13689460,0.00000000,0.57392795
1391,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99726757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.38764754,NA,NA
1391,1,MS,roots,0.00000000,37.33263476,1.17501342,2.90394828,0.48520720,2.57433035,0.04327757,0.00055247,NA,0.14309387,0.31160120,NA,NA,NA,0.12308962,0.00000000,0.65428754,NA,0.53247159,NA,NA,40.38846996,3.95328580,186.66317382,0.78488966,NA,0.92602138,17.35513770,0.00000000,0.11045546,33.34727332,NA,0.00000000,0.00453882,0.00000000,NA,NA,798.81610147,0.00000000,0.57778468
1392,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.36237876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459.51461008,NA,NA
1392,1,MS,roots,0.00000000,46.18133894,0.63780754,2.55203398,0.44360931,2.60517277,0.05094600,0.00055247,NA,0.14317043,0.31908982,NA,NA,NA,0.12162104,0.00000000,0.65463765,NA,0.52828989,NA,NA,40.36528408,4.96177508,230.90669468,0.80375269,NA,0.90283551,16.97004708,0.00000000,0.11045546,31.51999226,NA,0.00000000,0.00425161,0.00000000,NA,NA,818.39900636,0.00000000,0.58388129
1393,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.71680888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504.21291863,NA,NA
1393,1,MS,roots,0.00032629,53.49677822,0.68428779,2.65540478,0.47750085,2.64397487,0.05894619,0.00055248,NA,0.14361916,0.32815469,NA,NA,NA,0.12240483,0.01126780,0.65668400,NA,0.52478297,NA,NA,40.38961841,5.81780627,267.48389112,0.82658613,NA,0.92684355,16.55070198,0.00000091,0.11045637,29.61139454,NA,0.00000000,0.00468028,0.00000000,NA,NA,841.15942928,0.03272014,0.59417868
1394,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.70280788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546.29491828,NA,NA
1394,1,MS,roots,0.00215344,57.71794193,0.60883716,2.16631342,0.40441319,2.70573854,0.07179631,0.00055251,NA,0.14580348,0.34040034,NA,NA,NA,0.12449065,0.07436549,0.66663517,NA,0.52844724,NA,NA,40.54156199,6.29005724,288.58970965,0.85743158,NA,1.07663369,16.20479252,0.00000603,0.11046240,28.22320354,NA,0.00000000,0.00406434,0.00000000,NA,NA,865.51912280,0.21594704,0.61069447
1395,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.29422155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583.05036116,NA,NA
1395,1,MS,roots,0.00690314,57.80776303,0.55007760,1.61255063,0.30924095,2.82213008,0.08315188,0.00055261,NA,0.15146534,0.35954029,NA,NA,NA,0.12925224,0.23838837,0.69240088,NA,0.54600271,NA,NA,40.75093728,6.26155769,289.03881517,0.90564306,NA,1.27910584,15.95595267,0.00001933,0.11048173,27.43511778,NA,0.00000000,0.00317420,0.00000000,NA,NA,889.24321341,0.69224669,0.64025788
1396,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.47536719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610.99489212,NA,NA
