t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
1396,1,MS,False,0.00000000,0.71700000,0.00197838,1,205.13795540,205.13795540,0.18672173,11,0.00425971,reproductive,271.77020219,1408825.45575483
1397,1,MS,False,0.00000000,0.37000000,0.00079226,1,105.85919595,105.85919595,0.18674031,11,0.00426248,reproductive,271.78490485,1408931.31495079
1398,1,MS,False,0.00000000,0.31400000,0.00024775,1,89.83726359,89.83726359,0.18675692,11,0.00426391,reproductive,271.79738225,1409021.15221438
1399,1,MS,False,0.00000000,0.30200000,0.00021298,1,86.40399237,86.40399237,0.18677306,11,0.00426513,reproductive,271.80938281,1409107.55620675
1400,1,MS,False,0.00000000,0.28100000,0.00020083,1,80.39576774,80.39576774,0.18678804,11,0.00426629,reproductive,271.82054889,1409187.95197449
1401,1,MS,False,0.00000000,0.24000000,0.00020544,1,68.66542440,68.66542440,0.18680075,11,0.00426738,reproductive,271.83008575,1409256.61739890
1402,1,MS,False,0.00000000,0.19000000,0.00019814,1,54.36012765,54.36012765,0.18681076,11,0.00426831,reproductive,271.83763577,1409310.97752655
1403,1,MS,False,0.00000000,0.11100000,0.00019372,1,31.75775879,31.75775879,0.18681642,11,0.00426904,reproductive,271.84204657,1409342.73528533
1404,1,MS,False,0.00000000,0.03500000,0.00015736,1,10.01370773,10.01370773,0.18681803,11,0.00426947,reproductive,271.84343736,1409352.74899306
1405,1,MS,False,0.00000000,0.02400000,0.00014240,1,6.86654244,6.86654244,0.18681928,11,0.00426961,reproductive,271.84439105,1409359.61553550
1406,1,MS,False,0.00000000,0.00000000,0.00012044,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1407,1,MS,False,0.00000000,0.00000000,0.00013518,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1408,1,MS,False,0.00000000,0.00000000,0.00010763,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1409,1,MS,False,0.00000000,0.00000000,0.00011958,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1410,1,MS,False,0.00000000,0.00000000,0.00010840,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1411,1,MS,False,0.00000000,0.00000000,0.00010177,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1412,1,MS,False,0.00000000,0.00000000,0.00026915,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1413,1,MS,False,0.00000000,0.00000000,0.00058200,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1414,1,MS,False,0.00000000,0.00000000,0.00086484,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1415,1,MS,False,0.00000000,0.00000000,0.00167291,1,0.00000000,0.00000000,0.18681919,11,0.00426970,reproductive,271.84439105,1409359.61553550
1416,1,MS,False,0.00000000,0.02400000,0.00502183,1,6.86654244,6.86654244,0.18682056,11,0.00426970,reproductive,271.84534473,1409366.48207794
1417,1,MS,False,0.00000000,0.11800000,0.00560354,1,33.76050033,33.76050033,0.18682722,11,0.00426979,reproductive,271.85003369,1409400.24257827
1418,1,MS,False,0.00000000,0.45700000,0.00524716,1,130.75041230,130.75041230,0.18685295,11,0.00427025,reproductive,271.86819347,1409530.99299057
1419,1,MS,False,0.00000000,1.82900000,0.00359678,1,523.28775514,523.28775514,0.18695612,11,0.00427202,reproductive,271.94087233,1410054.28074571
1420,1,MS,False,0.00000000,2.09300000,0.00161094,1,598.81972198,598.81972198,0.18706972,11,0.00427909,reproductive,272.02404173,1410653.10046769
1421,1,MS,False,0.00000000,1.32600000,0.00068958,1,379.37646983,379.37646983,0.18713846,11,0.00428719,reproductive,272.07673291,1411032.47693752
1422,1,MS,False,0.00000000,0.61400000,0.00020709,1,175.66904410,175.66904410,0.18716905,11,0.00429232,reproductive,272.10113139,1411208.14598161
1423,1,MS,False,0.00000000,0.51300000,0.00023602,1,146.77234466,146.77234466,0.18719635,11,0.00429470,reproductive,272.12151643,1411354.91832628
1424,1,MS,False,0.00000000,0.49000000,0.00026664,1,140.19190816,140.19190816,0.18722269,11,0.00429668,reproductive,272.14098753,1411495.11023443
1425,1,MS,False,0.00000000,0.48500000,0.00032319,1,138.76137848,138.76137848,0.18724882,11,0.00429858,reproductive,272.16025995,1411633.87161291
1426,1,MS,False,0.00000000,0.48800000,0.00026310,1,139.61969629,139.61969629,0.18727515,11,0.00430045,reproductive,272.17965157,1411773.49130920
1427,1,MS,False,0.00000000,0.44400000,0.00019038,1,127.03103515,127.03103515,0.18729893,11,0.00430234,reproductive,272.19729477,1411900.52234434
1428,1,MS,False,0.00000000,0.44700000,0.00011084,1,127.88935295,127.88935295,0.18732304,11,0.00430406,reproductive,272.21505718,1412028.41169729
1429,1,MS,False,0.00000000,0.47300000,0.00006612,1,135.32810726,135.32810726,0.18734863,11,0.00430579,reproductive,272.23385275,1412163.73980456
1430,1,MS,False,0.00000000,0.55900000,0.00004629,1,159.93321767,159.93321767,0.18737907,11,0.00430762,reproductive,272.25606570,1412323.67302223
1431,1,MS,False,0.00000000,0.70200000,0.00004051,1,200.84636638,200.84636638,0.18741741,11,0.00430978,reproductive,272.28396103,1412524.51938861
1432,1,MS,False,0.00000000,0.91900000,0.00002758,1,262.93135428,262.93135428,0.18746771,11,0.00431250,reproductive,272.32047927,1412787.45074288
1433,1,MS,False,0.00000000,1.11900000,0.00002797,1,320.15254128,320.15254128,0.18752873,11,0.00431605,reproductive,272.36494490,1413107.60328416
1434,1,MS,False,0.00000000,1.32800000,0.00002142,1,379.94868170,379.94868170,0.18760105,11,0.00432038,reproductive,272.41771555,1413487.55196586
1435,1,MS,False,0.00000000,1.47300000,0.00002172,1,421.43404227,421.43404227,0.18768097,11,0.00432552,reproductive,272.47624806,1413908.98600813
1436,1,MS,False,0.00000000,1.62500000,0.00003432,1,464.92214439,464.92214439,0.18776911,11,0.00433122,reproductive,272.54082058,1414373.90815252
1437,1,MS,False,0.00000000,2.06200000,0.00035707,1,589.95043800,589.95043800,0.18788184,11,0.00433750,reproductive,272.62275814,1414963.85859052
1438,1,MS,False,0.00000000,2.90900000,0.00049866,1,832.28216495,832.28216495,0.18804177,11,0.00434548,reproductive,272.73835288,1415796.14075547
1439,1,MS,False,0.00000000,3.75600000,0.00102683,1,1074.61389191,1074.61389191,0.18824756,11,0.00435673,reproductive,272.88760481,1416870.75464738
1440,1,MS,False,0.00000000,4.88500000,0.00106858,1,1397.62749253,1397.62749253,0.18851560,11,0.00437126,reproductive,273.08171974,1418268.38213991
1441,1,MS,False,0.00000000,6.45300000,0.00153414,1,1846.24159863,1846.24159863,0.18887049,11,0.00439016,reproductive,273.33814219,1420114.62373854
1442,1,MS,False,0.00000000,6.67800000,0.00129663,1,1910.61543401,1910.61543401,0.18922080,11,0.00441512,reproductive,273.60350544,1422025.23917256
1443,1,MS,False,0.00000000,6.56600000,0.00049034,1,1878.57156929,1878.57156929,0.18957730,11,0.00444096,reproductive,273.86441816,1423903.81074185
1444,1,MS,False,0.00000000,6.34100000,0.00016181,1,1814.19773391,1814.19773391,0.18992174,11,0.00446636,reproductive,274.11639007,1425718.00847576
1445,1,MS,False,0.00000000,5.78000000,0.00005609,1,1653.69230437,1653.69230437,0.19023487,11,0.00449089,reproductive,274.34606955,1427371.70078013
1446,1,MS,False,0.00000000,5.33100000,0.00002903,1,1525.23073955,1525.23073955,0.19052425,11,0.00451325,reproductive,274.55790716,1428896.93151968
1447,1,MS,False,0.00000000,5.21900000,0.00000852,1,1493.18687483,1493.18687483,0.19081300,11,0.00453387,reproductive,274.76529422,1430390.11839451
1448,1,MS,False,0.00000000,5.33100000,0.00000860,1,1525.23073955,1525.23073955,0.19111405,11,0.00455406,reproductive,274.97713182,1431915.34913406
1449,1,MS,False,0.00000000,4.99500000,0.00000844,1,1429.09914539,1429.09914539,0.19137167,11,0.00457469,reproductive,275.17561782,1433344.44827945
1450,1,MS,False,0.00000000,5.10700000,0.00000851,1,1461.14301011,1461.14301011,0.19164042,11,0.00459401,reproductive,275.37855435,1434805.59128955
1451,1,MS,False,0.00000000,4.88200000,0.00000841,1,1396.76917473,1396.76917473,0.19189392,11,0.00461377,reproductive,275.57255006,1436202.36046428
1452,1,MS,False,0.00000000,4.32100000,0.00000921,1,1236.26374519,1236.26374519,0.19211454,11,0.00463265,reproductive,275.74425336,1437438.62420947
1453,1,MS,False,0.00000000,4.43400000,0.00000928,1,1268.59371584,1268.59371584,0.19234871,11,0.00464937,reproductive,275.92044693,1438707.21792531
1454,1,MS,False,0.00000000,4.20900000,0.00004581,1,1204.21988047,1204.21988047,0.19256753,11,0.00466652,reproductive,276.08769970,1439911.43780578
1455,1,MS,False,0.00000000,4.77000000,0.00006649,1,1364.72531001,1364.72531001,0.19282464,11,0.00468280,reproductive,276.27724488,1441276.16311579
1456,1,MS,False,0.00000000,5.10700000,0.00005827,1,1461.14301011,1461.14301011,0.19309727,11,0.00470126,reproductive,276.48018141,1442737.30612590
1457,1,MS,False,0.00000000,5.21900000,0.00005876,1,1493.18687483,1493.18687483,0.19337360,11,0.00472101,reproductive,276.68756847,1444230.49300073
1458,1,MS,False,0.00000000,5.66800000,0.00007052,1,1621.64843965,1621.64843965,0.19367753,11,0.00474120,reproductive,276.91279742,1445852.14144037
1459,1,MS,False,0.00000000,5.44300000,0.00004975,1,1557.27460427,1557.27460427,0.19396260,11,0.00476313,reproductive,277.12908556,1447409.41604465
1460,1,MS,False,0.00000000,6.00500000,0.00006206,1,1718.06613975,1718.06613975,0.19428613,11,0.00478419,reproductive,277.36770586,1449127.48218439
1461,1,MS,False,0.00000000,6.45300000,0.00023053,1,1846.24159863,1846.24159863,0.19463251,11,0.00480742,reproductive,277.62412830,1450973.72378303
1462,1,MS,False,0.00000000,6.90200000,0.00025044,1,1974.70316345,1974.70316345,0.19499789,11,0.00000000,reproductive,277.89839263,1452948.42694648
1463,1,MS,False,0.00000000,7.57500000,0.00061213,1,2167.25245772,2167.25245772,0.19543387,11,0.00000000,reproductive,278.19939992,1455115.67940420
1464,1,MS,False,0.00000000,7.01400000,0.00065929,1,2006.74702818,2006.74702818,0.19583035,11,0.00000000,reproductive,278.47811478,1457122.42643238
1465,1,MS,False,0.00000000,9.59500000,0.00379302,1,2754.57225950,2754.57225950,0.19639815,11,0.00000000,reproductive,278.86069426,1459876.99869188
1466,1,MS,False,0.00000000,9.03400000,0.00455419,1,2584.92486721,2584.92486721,0.19674527,11,0.00016785,reproductive,279.21971161,1462461.92355909
1467,1,MS,False,0.00000000,9.48300000,0.00316623,1,2719.92209271,2719.92209271,0.19713954,11,0.00032536,reproductive,279.59747856,1465181.84565180
1468,1,MS,False,0.00000000,8.47300000,0.00247183,1,2424.17558736,2424.17558736,0.19745804,11,0.00049110,reproductive,279.93416962,1467606.02123916
1469,1,MS,False,0.00000000,6.90200000,0.00089248,1,1974.70316345,1974.70316345,0.19770138,11,0.00063882,reproductive,280.20843394,1469580.72440261
1470,1,MS,False,0.00000000,5.78000000,0.00033346,1,1653.69230437,1653.69230437,0.19791064,11,0.00075914,reproductive,280.43811343,1471234.41670698
1471,1,MS,False,0.00000000,4.20900000,0.00018941,1,1204.21988047,1204.21988047,0.19804546,11,0.00085991,reproductive,280.60536619,1472438.63658745
1472,1,MS,False,0.00000000,3.53600000,0.00019089,1,1011.67058620,1011.67058620,0.19817444,11,0.00093329,reproductive,280.74587600,1473450.30717365
1473,1,MS,False,0.00000000,4.32100000,0.00017211,1,1236.26374519,1236.26374519,0.19837058,11,0.00099494,reproductive,280.91757929,1474686.57091884
1474,1,MS,False,0.00000000,4.88200000,0.00018841,1,1396.76917473,1396.76917473,0.19858469,11,0.00107027,reproductive,281.11157501,1476083.34009357
1475,1,MS,False,0.00000000,4.65800000,0.00018609,1,1332.68144529,1332.68144529,0.19877121,11,0.00115538,reproductive,281.29666966,1477416.02153885
1476,1,MS,False,0.00000000,3.76000000,0.00014886,1,1075.75831565,1075.75831565,0.19890498,11,0.00123658,reproductive,281.44608054,1478491.77985450
1477,1,MS,False,0.00000000,3.87300000,0.00013134,1,1108.08828630,1108.08828630,0.19906758,11,0.00130214,reproductive,281.59998169,1479599.86814080
1478,1,MS,False,0.00000000,4.09700000,0.00015243,1,1172.17601575,1172.17601575,0.19924223,11,0.00136966,reproductive,281.76278391,1480772.04415655
1479,1,MS,False,0.00000000,4.77000000,0.00016915,1,1364.72531001,1364.72531001,0.19945555,11,0.00144108,reproductive,281.95232909,1482136.76946656
1480,1,MS,False,0.00000000,4.32100000,0.00014535,1,1236.26374519,1236.26374519,0.19962401,11,0.00152424,reproductive,282.12403239,1483373.03321174
1481,1,MS,False,0.00000000,4.54600000,0.00011809,1,1300.63758057,1300.63758057,0.19981792,11,0.00159957,reproductive,282.30467650,1484673.67079231
1482,1,MS,False,0.00000000,5.10700000,0.00011227,1,1461.14301011,1461.14301011,0.20004328,11,0.00167883,reproductive,282.50761303,1486134.81380242
1483,1,MS,False,0.00000000,5.10700000,0.00011245,1,1461.14301011,1461.14301011,0.20025573,11,0.00176786,reproductive,282.71054956,1487595.95681252
1484,1,MS,False,0.00000000,5.55600000,0.00040868,1,1589.60457493,1589.60457493,0.20049772,11,0.00185690,reproductive,282.93132797,1489185.56138745
1485,1,MS,False,0.00000000,6.11700000,0.00121867,1,1750.11000447,1750.11000447,0.20076630,11,0.00195376,reproductive,283.17439880,1490935.67139192
1486,1,MS,False,0.00000000,7.01400000,0.00197748,1,2006.74702818,2006.74702818,0.20108095,11,0.00206040,reproductive,283.45311367,1492942.41842010
1487,1,MS,False,0.00000000,4.54600000,0.00097349,1,1300.63758057,1300.63758057,0.20121433,11,0.00218268,reproductive,283.63375778,1494243.05600066
1488,1,MS,False,0.00000000,6.56600000,0.00195064,1,1878.57156929,1878.57156929,0.20153801,11,0.00226194,reproductive,283.89467050,1496121.62756995
1489,1,MS,False,0.00000000,5.78000000,0.00184976,1,1653.69230437,1653.69230437,0.20176405,11,0.00237641,reproductive,284.12434998,1497775.31987432
1490,1,MS,False,0.00000000,6.90200000,0.00184709,1,1974.70316345,1974.70316345,0.20208291,11,0.00247717,reproductive,284.39861431,1499750.02303778
1491,1,MS,False,0.00000000,6.67800000,0.00200650,1,1910.61543401,1910.61543401,0.20236203,11,0.00259750,reproductive,284.66397757,1501660.63847179
1492,1,MS,False,0.00000000,6.90200000,0.00114444,1,1974.70316345,1974.70316345,0.20267752,11,0.00271392,reproductive,284.93824189,1503635.34163524
1493,1,MS,False,0.00000000,6.79000000,0.00066259,1,1942.65929873,1942.65929873,0.20296599,11,0.00283425,reproductive,285.20805569,1505578.00093398
1494,1,MS,False,0.00000000,6.22900000,0.00021272,1,1782.15386919,1782.15386919,0.20322081,11,0.00295263,reproductive,285.45557706,1507360.15480317
1495,1,MS,False,0.00000000,5.66800000,0.00017339,1,1621.64843965,1621.64843965,0.20345209,11,0.00306122,reproductive,285.68080601,1508981.80324282
1496,1,MS,False,0.00000000,5.44300000,0.00014990,1,1557.27460427,1557.27460427,0.20368188,11,0.00316004,reproductive,285.89709415,1510539.07784709
1497,1,MS,False,0.00000000,6.34100000,0.00020403,1,1814.19773391,1814.19773391,0.20397668,11,0.00325493,reproductive,286.14906605,1512353.27558100
1498,1,MS,False,0.00000000,6.90200000,0.00017631,1,1974.70316345,1974.70316345,0.20428856,11,0.00336548,reproductive,286.42333038,1514327.97874446
1499,1,MS,False,0.00000000,5.42727273,0.00011614,1,1552.77493812,1552.77493812,0.20449050,11,0.00348580,reproductive,286.63899357,1515880.75368258
1500,1,MS,False,0.00000000,5.53636364,0.00007244,1,1583.98649465,1583.98649465,0.20473370,11,0.00358042,reproductive,286.85899169,1517464.74017723
1501,1,MS,False,0.00000000,5.65454546,0.00004938,1,1617.79901447,1617.79901447,0.20498259,11,0.00367694,reproductive,287.08368600,1519082.53919170
1502,1,MS,False,0.00000000,5.80606061,0.00003866,1,1661.14839842,1661.14839842,0.20523922,11,0.00377552,reproductive,287.31440105,1520743.68759012
1503,1,MS,False,0.00000000,5.97272727,0.00002689,1,1708.83272101,1708.83272101,0.20550383,11,0.00387674,reproductive,287.55173893,1522452.52031113
1504,1,MS,False,0.00000000,6.15454546,0.00004179,1,1760.85198198,1760.85198198,0.20577711,11,0.00398087,reproductive,287.79630171,1524213.37229311
1505,1,MS,False,0.00000000,6.32424242,0.00004159,1,1809.40329196,1809.40329196,0.20605793,11,0.00408817,reproductive,288.04760772,1526022.77558507
1506,1,MS,False,0.00000000,6.52727273,0.00002741,1,1867.49146664,1867.49146664,0.20634882,11,0.00419842,reproductive,288.30698153,1527890.26705171
1507,1,MS,False,0.00000000,6.72727273,0.00004148,1,1924.71265364,1924.71265364,0.20664886,11,0.00431222,reproductive,288.57430274,1529814.97970535
1508,1,MS,False,0.00000000,6.90303030,0.00011321,1,1974.99793926,1974.99793926,0.20695655,11,0.00442950,reproductive,288.84860801,1531789.97764461
1509,1,MS,False,0.00000000,7.06060606,0.00058554,1,2020.08129884,2020.08129884,0.20727134,11,0.00454985,reproductive,289.12917485,1533810.05894344
1510,1,MS,False,0.00000000,7.20000000,0.00142398,1,2059.96273209,2059.96273209,0.20759264,11,0.00467294,reproductive,289.41528079,1535870.02167553
1511,1,MS,False,0.00000000,7.30000000,0.00164242,1,2088.57332559,2088.57332559,0.20791845,11,0.00479846,reproductive,289.70536042,1537958.59500112
1512,1,MS,False,0.00000000,7.37272727,0.00248717,1,2109.38103003,2109.38103003,0.20824804,11,0.00492573,reproductive,289.99833000,1540067.97603115
1513,1,MS,False,0.00000000,7.48181818,0.00250368,1,2140.59258655,2140.59258655,0.20858469,11,0.00505426,reproductive,290.29563453,1542208.56861771
1514,1,MS,False,0.00000000,7.54545455,0.00295078,1,2158.79932769,2158.79932769,0.20892462,11,0.00518470,reproductive,290.59546777,1544367.36794539
1515,1,MS,False,0.00000000,7.62727273,0.00333333,1,2182.20799515,2182.20799515,0.20927013,11,0.00531625,reproductive,290.89855221,1546549.57594055
1516,1,MS,False,0.00000000,7.68787879,0.00143363,1,2199.54774890,2199.54774890,0.20961946,11,0.00544922,reproductive,291.20404496,1548749.12368945
1517,1,MS,False,0.00000000,7.75454545,0.00051614,1,2218.62147800,2218.62147800,0.20997321,11,0.00558325,reproductive,291.51218683,1550967.74516745
1518,1,MS,False,0.00000000,7.81515152,0.00028409,1,2235.96123146,2235.96123146,0.21033064,11,0.00571844,reproductive,291.82273700,1553203.70639891
1519,1,MS,False,0.00000000,7.87272727,0.00020844,1,2252.43399754,2252.43399754,0.21069154,11,0.00585469,reproductive,292.13557506,1555456.14039644
1520,1,MS,False,0.00000000,7.94242424,0.00009769,1,2272.37471402,2272.37471402,0.21105673,11,0.00599194,reproductive,292.45118265,1557728.51511047
1521,1,MS,False,0.00000000,8.02727273,0.00005708,1,2296.65036916,2296.65036916,0.21142697,11,0.00613040,reproductive,292.77016187,1560025.16547962
1522,1,MS,False,0.00000000,8.12424242,0.00004263,1,2324.39397498,2324.39397498,0.21180273,11,0.00627035,reproductive,293.09299437,1562349.55945461
1523,1,MS,False,0.00000000,8.20303030,0.00007266,1,2346.93565477,2346.93565477,0.21218253,11,0.00641199,reproductive,293.41895765,1564696.49510938
1524,1,MS,False,0.00000000,8.27272727,0.00007454,1,2366.87637154,2366.87637154,0.21256616,11,0.00655500,reproductive,293.74769048,1567063.37148092
1525,1,MS,False,0.00000000,8.35757576,0.00008967,1,2391.15202668,2391.15202668,0.21294499,11,0.00669922,reproductive,294.07979493,1569454.52350760
1526,1,MS,False,0.00000000,8.45151515,0.00008866,1,2418.02864483,2418.02864483,0.21333853,11,0.00684493,reproductive,294.41563224,1571872.55215243
1527,1,MS,False,0.00000000,8.55454545,0.00005885,1,2447.50622601,2447.50622601,0.21373779,11,0.00699227,reproductive,294.75556366,1574320.05837844
1528,1,MS,False,0.00000000,8.64545454,0.00005900,1,2473.51585620,2473.51585620,0.21414178,11,0.00714141,reproductive,295.09910753,1576793.57423464
1529,1,MS,False,0.00000000,8.73030303,0.00007494,1,2497.79151134,2497.79151134,0.21455035,11,0.00729213,reproductive,295.44602302,1579291.36574598
1530,1,MS,False,0.00000000,8.80909091,0.00009139,1,2520.33319113,2520.33319113,0.21503002,11,0.00000000,reproductive,295.79606930,1581811.69893711
1531,1,MS,False,0.00000000,8.89696970,0.00010834,1,2545.47583394,2545.47583394,0.21560137,11,0.00000000,reproductive,296.14960761,1584357.17477105
1532,1,MS,False,0.00000000,8.98787879,0.00018046,1,2571.48546442,2571.48546442,0.21617919,11,0.00000000,reproductive,296.50675837,1586928.66023546
1533,1,MS,False,0.00000000,9.08181818,0.00035018,1,2599.00805081,2599.00805081,0.21676402,11,0.00000000,reproductive,296.86773171,1589527.66828627
1534,1,MS,False,0.00000000,9.16969697,0.00084564,1,2625.07085610,2625.07085610,0.21735550,11,0.00000000,reproductive,297.23232488,1592152.73914238
1535,1,MS,False,0.00000000,9.24545454,0.00114484,1,2647.72820539,2647.72820539,0.21795310,11,0.00000000,reproductive,297.60006491,1594800.46734776
1536,1,MS,False,0.00000000,9.30000000,0.00108072,1,2664.15073593,2664.15073593,0.21855571,11,0.00000000,reproductive,297.97008584,1597464.61808369
1537,1,MS,False,0.00000000,9.33333333,0.00109248,1,2674.23194716,2674.23194716,0.21916203,11,0.00000000,reproductive,298.34150695,1600138.85003086
1538,1,MS,False,0.00000000,9.35454546,0.00135179,1,2680.66517734,2680.66517734,0.21977132,11,0.00000000,reproductive,298.71382156,1602819.51520820
1539,1,MS,False,0.00000000,9.35454546,0.00057682,1,2680.66517734,2680.66517734,0.22038224,11,0.00000000,reproductive,299.08613616,1605500.18038554
1540,1,MS,False,0.00000000,9.34545455,0.00041936,1,2677.90637039,2677.90637039,0.22099388,11,0.00000000,reproductive,299.45806760,1608178.08675592
1541,1,MS,False,0.00000000,9.35151515,0.00018757,1,2679.74529030,2679.74529030,0.22160716,11,0.00000000,reproductive,299.83025445,1610857.83204622
1542,1,MS,False,0.00000000,9.35454546,0.00005603,1,2680.66517734,2680.66517734,0.22222159,11,0.00000000,reproductive,300.20256906,1613538.49722356
1543,1,MS,False,0.00000000,9.36060606,0.00007440,1,2682.50580626,2682.50580626,0.22283721,11,0.00000000,reproductive,300.57513931,1616221.00302982
1544,1,MS,False,0.00000000,9.38787879,0.00007461,1,2690.80275471,2690.80275471,0.22345539,11,0.00000000,reproductive,300.94886191,1618911.80578453
1545,1,MS,False,0.00000000,9.41818182,0.00007382,1,2700.04872808,2700.04872808,0.22407623,11,0.00000000,reproductive,301.32386868,1621611.85451261
1546,1,MS,False,0.00000000,9.48484849,0.00007402,1,2720.49076960,2720.49076960,0.22471862,11,0.00000000,reproductive,301.70171462,1624332.34528222
1547,1,MS,False,0.00000000,9.54848485,0.00005492,1,2740.13359961,2740.13359961,0.22534881,11,0.00000000,reproductive,302.08228873,1627072.47888182
1548,1,MS,False,0.00000000,9.61212121,0.00010683,1,2759.90402991,2759.90402991,0.22598371,11,0.00000000,reproductive,302.46560874,1629832.38291173
1549,1,MS,False,0.00000000,9.66969697,0.00006823,1,2777.90204603,2777.90204603,0.22662284,11,0.00000000,reproductive,302.85142847,1632610.28495776
1550,1,MS,False,0.00000000,9.73939394,0.00005097,1,2799.83024914,2799.83024914,0.22726710,11,0.00000000,reproductive,303.24029378,1635410.11520691
1551,1,MS,False,0.00000000,9.80303030,0.00003386,1,2819.98731715,2819.98731715,0.22791601,11,0.00000000,reproductive,303.63195868,1638230.10252406
1552,1,MS,False,0.00000000,9.86666667,0.00003391,1,2840.27454250,2840.27454250,0.22856954,11,0.00000000,reproductive,304.02644126,1641070.37706656
1553,1,MS,False,0.00000000,9.93636364,0.00003444,1,2862.64398129,2862.64398129,0.22922814,11,0.00000000,reproductive,304.42403070,1643933.02104785
1554,1,MS,False,0.00000000,10.00909091,0.00005247,1,2886.15418704,2886.15418704,0.22989202,11,0.00000000,reproductive,304.82488545,1646819.17523489
1555,1,MS,False,0.00000000,10.07575758,0.00003484,1,2907.85689664,2907.85689664,0.23056100,11,0.00000000,reproductive,305.22875446,1649727.03213153
1556,1,MS,False,0.00000000,10.15151515,0.00006346,1,2932.69613692,2932.69613692,0.23120147,11,0.00000000,reproductive,305.63607337,1652659.72826845
1557,1,MS,False,0.00000000,10.20000000,0.00030194,1,2948.69258431,2948.69258431,0.23184749,11,0.00000000,reproductive,306.04561401,1655608.42085276
1558,1,MS,False,0.00000000,10.21515152,0.00078698,1,2953.70742984,2953.70742984,0.23249535,11,0.00000000,reproductive,306.45585115,1658562.12828259
1559,1,MS,False,0.00000000,10.19090909,0.00119668,1,2945.68732790,2945.68732790,0.23314318,11,0.00000000,reproductive,306.86497439,1661507.81561049
1560,1,MS,False,0.00000000,10.11515152,0.00304276,1,2920.74973103,2920.74973103,0.23378813,11,0.00000000,reproductive,307.27063408,1664428.56534152
1561,1,MS,False,0.00000000,10.05151515,0.00337285,1,2899.94816454,2899.94816454,0.23443294,11,0.00000000,reproductive,307.67340465,1667328.51350606
1562,1,MS,False,0.00000000,9.95454545,0.00325102,1,2868.50539444,2868.50539444,0.23506403,11,0.00000000,reproductive,308.07180818,1670197.01890050
1563,1,MS,False,0.00000000,9.82121212,0.00288686,1,2825.77035788,2825.77035788,0.23569949,11,0.00000000,reproductive,308.46427629,1673022.78925838
1564,1,MS,False,0.00000000,9.67575758,0.00331080,1,2779.80270001,2779.80270001,0.23632763,11,0.00000000,reproductive,308.85035999,1675802.59195839
1565,1,MS,False,0.00000000,9.53333333,0.00096658,1,2735.44518558,2735.44518558,0.23694852,11,0.00000000,reproductive,309.23028294,1678538.03714397
1566,1,MS,False,0.00000000,9.39696970,0.00029178,1,2693.57354394,2693.57354394,0.23756174,11,0.00000000,reproductive,309.60439037,1681231.61068791
1567,1,MS,False,0.00000000,9.26363636,0.00016609,1,2653.19219499,2653.19219499,0.23816687,11,0.00000000,reproductive,309.97288929,1683884.80288290
1568,1,MS,False,0.00000000,9.13636364,0.00018906,1,2615.15726557,2615.15726557,0.23876401,11,0.00000000,reproductive,310.33610558,1686499.96014847
1569,1,MS,False,0.00000000,9.00909091,0.00021139,1,2577.61616126,2577.61616126,0.23935304,11,0.00000000,reproductive,310.69410782,1689077.57630973
1570,1,MS,False,0.00000000,8.87878788,0.00025629,1,2540.27390790,2540.27390790,0.23993381,11,0.00000000,reproductive,311.04692364,1691617.85021763
1571,1,MS,False,0.00000000,8.76363636,0.00023931,1,2507.32837603,2507.32837603,0.24050722,11,0.00000000,reproductive,311.39516369,1694125.17859366
1572,1,MS,False,0.00000000,8.65454545,0.00026660,1,2476.11681951,2476.11681951,0.24107358,11,0.00000000,reproductive,311.73906881,1696601.29541316
1573,1,MS,False,0.00000000,8.55454545,0.00030521,1,2447.50622601,2447.50622601,0.24163342,11,0.00000000,reproductive,312.07900023,1699048.80163917
1574,1,MS,False,0.00000000,8.46969697,0.00024471,1,2423.23057087,2423.23057087,0.24218766,11,0.00000000,reproductive,312.41556003,1701472.03221004
1575,1,MS,False,0.00000000,8.42121212,0.00023150,1,2409.35876782,2409.35876782,0.24273863,11,0.00000000,reproductive,312.75019319,1703881.39097786
1576,1,MS,False,0.00000000,8.39393939,0.00024575,1,2401.55587876,2401.55587876,0.24328765,11,0.00000000,reproductive,313.08374262,1706282.94685661
