t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
188,1,MS,False,0.00000000,4.47900000,0.00000437,1,1281.46848292,1281.46848292,0.06328136,10,0.00000000,vegetative,29.70586265,213882.21109555
189,1,MS,False,0.00000000,4.61700000,0.00002089,1,1320.95110195,1320.95110195,0.06335348,10,0.00000000,vegetative,29.88932808,215203.16219750
190,1,MS,False,0.00000000,4.80800000,0.00006580,1,1375.59733554,1375.59733554,0.06342856,10,0.00000000,vegetative,30.08038327,216578.75953304
191,1,MS,False,0.00000000,5.09300000,0.00013777,1,1457.13752702,1457.13752702,0.06350654,10,0.00000000,vegetative,30.28276348,218035.89706005
192,1,MS,False,0.00000000,5.42900000,0.00016738,1,1553.26912118,1553.26912118,0.06359132,10,0.00000000,vegetative,30.49849530,219589.16618124
193,1,MS,False,0.00000000,5.86500000,0.00025252,1,1678.01130885,1678.01130885,0.06368299,10,0.00000000,vegetative,30.73155243,221267.17749008
194,1,MS,False,0.00000000,6.27200000,0.00016907,1,1794.45642440,1794.45642440,0.06378119,10,0.00000000,vegetative,30.98078249,223061.63391448
195,1,MS,False,0.00000000,6.50600000,0.00017125,1,1861.40521319,1861.40521319,0.06388324,10,0.00000000,vegetative,31.23931099,224923.03912767
196,1,MS,False,0.00000000,6.65400000,0.00006371,1,1903.74889157,1903.74889157,0.06398782,10,0.00000000,vegetative,31.50372056,226826.78801924
197,1,MS,False,0.00000000,6.68800000,0.00002103,1,1913.47649336,1913.47649336,0.06409311,10,0.00000000,vegetative,31.76948118,228740.26451260
198,1,MS,False,0.00000000,6.68500000,0.00003760,1,1912.61817556,1912.61817556,0.06419846,10,0.00000000,vegetative,32.03512260,230652.88268816
199,1,MS,False,0.00000000,6.68400000,0.00005487,1,1912.33206962,1912.33206962,0.06430387,10,0.00000000,vegetative,32.30072427,232565.21475778
200,1,MS,False,0.00000000,6.66800000,0.00005998,1,1907.75437466,1907.75437466,0.06440907,10,0.00000000,vegetative,32.56569016,234472.96913244
201,1,MS,False,0.00000000,6.64600000,0.00006127,1,1901.46004409,1901.46004409,0.06451394,10,0.00000000,vegetative,32.82978183,236374.42917653
202,1,MS,False,0.00000000,6.64300000,0.00005393,1,1900.60172629,1900.60172629,0.06461778,10,0.00000000,vegetative,33.09375429,238275.03090282
203,1,MS,False,0.00000000,6.72200000,0.00004958,1,1923.20409515,1923.20409515,0.06472366,10,0.00000000,vegetative,33.36086597,240198.23499797
204,1,MS,False,0.00000000,6.80000000,0.00004432,1,1945.52035808,1945.52035808,0.06483071,10,0.00000000,vegetative,33.63107713,242143.75535605
205,1,MS,False,0.00000000,6.86200000,0.00005060,1,1963.25892605,1963.25892605,0.06493862,10,0.00000000,vegetative,33.90375198,244107.01428211
206,1,MS,False,0.00000000,6.91000000,0.00003888,1,1976.99201093,1976.99201093,0.06504717,10,0.00000000,vegetative,34.17833421,246084.00629304
207,1,MS,False,0.00000000,6.96300000,0.00002195,1,1992.15562549,1992.15562549,0.06515640,10,0.00000000,vegetative,34.45502249,248076.16191853
208,1,MS,False,0.00000000,7.03500000,0.00001626,1,2012.75525281,2012.75525281,0.06526659,10,0.00000000,vegetative,34.73457183,250088.91717134
209,1,MS,False,0.00000000,7.06500000,0.00001115,1,2021.33843086,2021.33843086,0.06537705,10,0.00000000,vegetative,35.01531328,252110.25560221
210,1,MS,False,0.00000000,7.10000000,0.00001652,1,2031.35213859,2031.35213859,0.06548783,10,0.00000000,vegetative,35.29744552,254141.60774079
211,1,MS,False,0.00000000,7.13500000,0.00001059,1,2041.36584631,2041.36584631,0.06559891,10,0.00000000,vegetative,35.58096855,256182.97358710
212,1,MS,False,0.00000000,7.09000000,0.00001475,1,2028.49107924,2028.49107924,0.06570902,10,0.00000000,vegetative,35.86270343,258211.46466634
213,1,MS,False,0.00000000,6.94600000,0.00001550,1,1987.29182459,1987.29182459,0.06581660,10,0.00000000,vegetative,36.13871618,260198.75649094
214,1,MS,False,0.00000000,6.83200000,0.00002935,1,1954.67574800,1954.67574800,0.06592217,10,0.00000000,vegetative,36.41019892,262153.43223894
215,1,MS,False,0.00000000,6.83000000,0.00005393,1,1954.10353613,1954.10353613,0.06602745,10,0.00000000,vegetative,36.68160219,264107.53577507
216,1,MS,False,0.00000000,6.87100000,0.00007573,1,1965.83387947,1965.83387947,0.06613314,10,0.00000000,vegetative,36.95463467,266073.36965454
217,1,MS,False,0.00000000,6.89600000,0.00009006,1,1972.98652784,1972.98652784,0.06623905,10,0.00000000,vegetative,37.22866058,268046.35618239
218,1,MS,False,0.00000000,6.89500000,0.00008299,1,1972.70042191,1972.70042191,0.06634483,10,0.00000000,vegetative,37.50264675,270019.05660430
219,1,MS,False,0.00000000,7.00700000,0.00006185,1,2004.74428663,2004.74428663,0.06645225,10,0.00000000,vegetative,37.78108346,272023.80089093
220,1,MS,False,0.00000000,7.20000000,0.00003926,1,2059.96273209,2059.96273209,0.06656257,10,0.00000000,vegetative,38.06718939,274083.76362301
221,1,MS,False,0.00000000,7.33500000,0.00002926,1,2098.58703331,2098.58703331,0.06667483,10,0.00000000,vegetative,38.35865981,276182.35065633
222,1,MS,False,0.00000000,7.47500000,0.00006532,1,2138.64186422,2138.64186422,0.06678905,10,0.00000000,vegetative,38.65569341,278320.99252055
223,1,MS,False,0.00000000,7.56500000,0.00005711,1,2164.39139837,2164.39139837,0.06690439,10,0.00000000,vegetative,38.95630332,280485.38391891
224,1,MS,False,0.00000000,7.54000000,0.00005719,1,2157.23874999,2157.23874999,0.06701902,10,0.00000000,vegetative,39.25591982,282642.62266891
225,1,MS,False,0.00000000,7.51000000,0.00005845,1,2148.65557194,2148.65557194,0.06713544,10,0.00000000,vegetative,39.55434420,284791.27824085
226,1,MS,False,0.00000000,7.54500000,0.00005339,1,2158.66927967,2158.66927967,0.06724934,10,0.00000000,vegetative,39.85415938,286949.94752051
227,1,MS,False,0.00000000,7.61500000,0.00005528,1,2178.69669512,2178.69669512,0.06736381,10,0.00000000,vegetative,40.15675614,289128.64421563
228,1,MS,False,0.00000000,7.74500000,0.00006308,1,2215.89046667,2215.89046667,0.06747972,10,0.00000000,vegetative,40.46451871,291344.53468230
229,1,MS,False,0.00000000,7.92500000,0.00004393,1,2267.38953497,2267.38953497,0.06759772,10,0.00000000,vegetative,40.77943392,293611.92421727
230,1,MS,False,0.00000000,8.07000000,0.00004399,1,2308.87489555,2308.87489555,0.06771719,10,0.00000000,vegetative,41.10011099,295920.79911282
231,1,MS,False,0.00000000,8.17500000,0.00002387,1,2338.91601872,2338.91601872,0.06784039,10,0.00000000,vegetative,41.42496043,298259.71513155
232,1,MS,False,0.00000000,8.26000000,0.00001171,1,2363.23502320,2363.23502320,0.06796090,10,0.00000000,vegetative,41.75318752,300622.95015475
233,1,MS,False,0.00000000,8.21500000,0.00001059,1,2350.36025613,2350.36025613,0.06807981,10,0.00000000,vegetative,42.07962645,302973.31041087
234,1,MS,False,0.00000000,8.05500000,0.00001025,1,2304.58330652,2304.58330652,0.06819540,10,0.00000000,vegetative,42.39970746,305277.89371740
235,1,MS,False,0.00000000,7.85000000,0.00000604,1,2245.93158985,2245.93158985,0.06830706,10,0.00000000,vegetative,42.71164240,307523.82530724
236,1,MS,False,0.00000000,7.78500000,0.00002469,1,2227.33470407,2227.33470407,0.06841685,10,0.00000000,vegetative,43.02099445,309751.16001131
237,1,MS,False,0.00000000,7.99000000,0.00006618,1,2285.98642075,2285.98642075,0.06852854,10,0.00000000,vegetative,43.33849256,312037.14643206
238,1,MS,False,0.00000000,8.02500000,0.00017102,1,2296.00012847,2296.00012847,0.06863963,10,0.00000000,vegetative,43.65738147,314333.14656053
239,1,MS,False,0.00000000,7.97500000,0.00050499,1,2281.69483172,2281.69483172,0.06874906,10,0.00000000,vegetative,43.97428353,316614.84139226
240,1,MS,False,0.00000000,8.15500000,0.00069671,1,2333.19390002,2333.19390002,0.06886030,10,0.00000000,vegetative,44.29833824,318948.03529228
241,1,MS,False,0.00000000,8.38000000,0.00062232,1,2397.56773540,2397.56773540,0.06897428,10,0.00000000,vegetative,44.63133375,321345.60302768
242,1,MS,False,0.00000000,8.43500000,0.00049279,1,2413.30356183,2413.30356183,0.06908895,10,0.00000000,vegetative,44.96651480,323758.90658951
243,1,MS,False,0.00000000,8.39500000,0.00039451,1,2401.85932443,2401.85932443,0.06920318,10,0.00000000,vegetative,45.30010638,326160.76591394
244,1,MS,False,0.00000000,8.29500000,0.00019121,1,2373.24873093,2373.24873093,0.06931624,10,0.00000000,vegetative,45.62972426,328534.01464487
245,1,MS,False,0.00000000,8.21500000,0.00014309,1,2350.36025613,2350.36025613,0.06942825,10,0.00000000,vegetative,45.95616318,330884.37490099
246,1,MS,False,0.00000000,8.23500000,0.00011449,1,2356.08237483,2356.08237483,0.06954040,10,0.00000000,vegetative,46.28339684,333240.45727582
247,1,MS,False,0.00000000,8.30000000,0.00009985,1,2374.67926060,2374.67926060,0.06965309,10,0.00000000,vegetative,46.61321341,335615.13653642
248,1,MS,False,0.00000000,8.35000000,0.00007189,1,2388.98455735,2388.98455735,0.06976595,10,0.00000000,vegetative,46.94501682,338004.12109377
249,1,MS,False,0.00000000,8.42000000,0.00006289,1,2409.01197280,2409.01197280,0.06987905,10,0.00000000,vegetative,47.27960181,340413.13306657
250,1,MS,False,0.00000000,8.40000000,0.00007115,1,2403.28985410,2403.28985410,0.06999103,10,0.00000000,vegetative,47.61339207,342816.42292068
251,1,MS,False,0.00000000,8.39500000,0.00005114,1,2401.85932443,2401.85932443,0.07010198,10,0.00000000,vegetative,47.94698365,345218.28224510
252,1,MS,False,0.00000000,8.45000000,0.00005844,1,2417.59515085,2417.59515085,0.07021261,10,0.00000000,vegetative,48.28276075,347635.87739596
253,1,MS,False,0.00000000,8.36000000,0.00008895,1,2391.84561670,2391.84561670,0.07032088,10,0.00000000,vegetative,48.61496153,350027.72301266
254,1,MS,False,0.00000000,8.15500000,0.00007874,1,2333.19390002,2333.19390002,0.07042531,10,0.00000000,vegetative,48.93901624,352360.91691269
255,1,MS,False,0.00000000,8.06500000,0.00006629,1,2307.44436587,2307.44436587,0.07052740,10,0.00000000,vegetative,49.25949462,354668.36127856
256,1,MS,False,0.00000000,8.04500000,0.00006770,1,2301.72224717,2301.72224717,0.07062656,10,0.00000000,vegetative,49.57917827,356970.08352573
257,1,MS,False,0.00000000,8.08500000,0.00006731,1,2313.16648457,2313.16648457,0.07072629,10,0.00000000,vegetative,49.90045139,359283.25001031
258,1,MS,False,0.00000000,8.13500000,0.00004381,1,2327.47178132,2327.47178132,0.07082987,10,0.00000000,vegetative,50.22371136,361610.72179163
259,1,MS,False,0.00000000,8.07500000,0.00004773,1,2310.30542522,2310.30542522,0.07092643,10,0.00000000,vegetative,50.54458711,363921.02721685
260,1,MS,False,0.00000000,7.82000000,0.00003608,1,2237.34841180,2237.34841180,0.07101848,10,0.00000000,vegetative,50.85532995,366158.37562865
261,1,MS,False,0.00000000,7.58000000,0.00003600,1,2168.68298739,2168.68298739,0.07110632,10,0.00000000,vegetative,51.15653592,368327.05861604
262,1,MS,False,0.00000000,7.42500000,0.00007673,1,2124.33656747,2124.33656747,0.07119112,10,0.00000000,vegetative,51.45158266,370451.39518351
263,1,MS,False,0.00000000,7.32000000,0.00013090,1,2094.29544429,2094.29544429,0.07127359,10,0.00000000,vegetative,51.74245703,372545.69062780
264,1,MS,False,0.00000000,7.31500000,0.00024254,1,2092.86491461,2092.86491461,0.07135501,10,0.00000000,vegetative,52.03313271,374638.55554241
265,1,MS,False,0.00000000,7.36000000,0.00015646,1,2105.73968169,2105.73968169,0.07143622,10,0.00000000,vegetative,52.32559656,376744.29522410
266,1,MS,False,0.00000000,7.26500000,0.00018408,1,2078.55961786,2078.55961786,0.07151580,10,0.00000000,vegetative,52.61428539,378822.85484197
267,1,MS,False,0.00000000,7.18500000,0.00016802,1,2055.67114306,2055.67114306,0.07159414,10,0.00000000,vegetative,52.89979528,380878.52598503
268,1,MS,False,0.00000000,7.02900000,0.00009514,1,2011.03861720,2011.03861720,0.07167050,10,0.00000000,vegetative,53.17910619,382889.56460223
269,1,MS,False,0.00000000,6.77900000,0.00006266,1,1939.51213345,1939.51213345,0.07174387,10,0.00000000,vegetative,53.44848288,384829.07673568
270,1,MS,False,0.00000000,6.43900000,0.00005555,1,1842.23611554,1842.23611554,0.07181326,10,0.00000000,vegetative,53.70434901,386671.31285122
271,1,MS,False,0.00000000,5.98700000,0.00003112,1,1712.91623292,1712.91623292,0.07187748,10,0.00000000,vegetative,53.94225404,388384.22908414
272,1,MS,False,0.00000000,5.57100000,0.00002578,1,1593.89616395,1593.89616395,0.07193698,10,0.00000000,vegetative,54.16362851,389978.12524809
273,1,MS,False,0.00000000,5.26600000,0.00002635,1,1506.63385377,1506.63385377,0.07199298,10,0.00000000,vegetative,54.37288321,391484.75910187
274,1,MS,False,0.00000000,5.23500000,0.00002712,1,1497.76456979,1497.76456979,0.07204844,10,0.00000000,vegetative,54.58090607,392982.52367166
275,1,MS,False,0.00000000,5.37400000,0.00003189,1,1537.53329476,1537.53329476,0.07210511,10,0.00000000,vegetative,54.79445236,394520.05696641
276,1,MS,False,0.00000000,5.47100000,0.00002672,1,1565.28557045,1565.28557045,0.07216247,10,0.00000000,vegetative,55.01185313,396085.34253686
277,1,MS,False,0.00000000,5.50400000,0.00002602,1,1574.72706631,1574.72706631,0.07221976,10,0.00000000,vegetative,55.23056522,397660.06960317
278,1,MS,False,0.00000000,5.49500000,0.00002110,1,1572.15211289,1572.15211289,0.07227650,10,0.00000000,vegetative,55.44891968,399232.22171606
279,1,MS,False,0.00000000,5.43700000,0.00001241,1,1555.55796866,1555.55796866,0.07233215,10,0.00000000,vegetative,55.66496940,400787.77968473
280,1,MS,False,0.00000000,5.35000000,0.00001225,1,1530.66675232,1530.66675232,0.07238641,10,0.00000000,vegetative,55.87756201,402318.44643704
281,1,MS,False,0.00000000,5.26200000,0.00000412,1,1505.48943003,1505.48943003,0.07243928,10,0.00000000,vegetative,56.08665776,403823.93586707
282,1,MS,False,0.00000000,5.20800000,0.00000395,1,1490.03970954,1490.03970954,0.07249112,10,0.00000000,vegetative,56.29360772,405313.97557662
283,1,MS,False,0.00000000,5.14400000,0.00000000,1,1471.72892970,1471.72892970,0.07254182,10,0.00000000,vegetative,56.49801451,406785.70450632
284,1,MS,False,0.00000000,5.02300000,0.00000000,1,1437.11011157,1437.11011157,0.07259083,10,0.00000000,vegetative,56.69761314,408222.81461789
285,1,MS,False,0.00000000,4.90800000,0.00003065,1,1404.20792904,1404.20792904,0.07263825,10,0.00000000,vegetative,56.89264202,409627.02254693
286,1,MS,False,0.00000000,4.94500000,0.00020828,1,1414.79384864,1414.79384864,0.07268568,10,0.00000000,vegetative,57.08914117,411041.81639556
287,1,MS,False,0.00000000,5.16200000,0.00038390,1,1476.87883653,1476.87883653,0.07273754,10,0.00000000,vegetative,57.29426323,412518.69523210
288,1,MS,False,0.00000000,5.59900000,0.00045059,1,1601.90713013,1601.90713013,0.07279147,10,0.00000000,vegetative,57.51675033,414120.60236223
289,1,MS,False,0.00000000,6.05400000,0.00091160,1,1732.08533056,1732.08533056,0.07285046,10,0.00000000,vegetative,57.75731774,415852.68769279
290,1,MS,False,0.00000000,6.54600000,0.00085784,1,1872.84945059,1872.84945059,0.07291578,10,0.00000000,vegetative,58.01743571,417725.53714338
291,1,MS,False,0.00000000,6.81500000,0.00043174,1,1949.81194711,1949.81194711,0.07298589,10,0.00000000,vegetative,58.28824293,419675.34909049
292,1,MS,False,0.00000000,6.74700000,0.00016031,1,1930.35674353,1930.35674353,0.07305751,10,0.00000000,vegetative,58.55634803,421605.70583402
293,1,MS,False,0.00000000,6.53300000,0.00007418,1,1869.13007343,1869.13007343,0.07312874,10,0.00000000,vegetative,58.81594943,423474.83590745
294,1,MS,False,0.00000000,6.28700000,0.00005997,1,1798.74801342,1798.74801342,0.07319873,10,0.00000000,vegetative,59.06577554,425273.58392088
295,1,MS,False,0.00000000,6.09100000,0.00006549,1,1742.67125016,1742.67125016,0.07326758,10,0.00000000,vegetative,59.30781322,427016.25517104
296,1,MS,False,0.00000000,5.95300000,0.00007804,1,1703.18863113,1703.18863113,0.07333567,10,0.00000000,vegetative,59.54436719,428719.44380216
297,1,MS,False,0.00000000,5.84100000,0.00010298,1,1671.14476641,1671.14476641,0.07340304,10,0.00000000,vegetative,59.77647063,430390.58856857
298,1,MS,False,0.00000000,5.74000000,0.00011709,1,1642.24806697,1642.24806697,0.07346964,10,0.00000000,vegetative,60.00456064,432032.83663554
299,1,MS,False,0.00000000,5.66300000,0.00011088,1,1620.21790997,1620.21790997,0.07353557,10,0.00000000,vegetative,60.22959091,433653.05454551
300,1,MS,False,0.00000000,5.56200000,0.00010900,1,1591.32121054,1591.32121054,0.07360042,10,0.00000000,vegetative,60.45060774,435244.37575605
301,1,MS,False,0.00000000,5.39500000,0.00010088,1,1543.54151939,1543.54151939,0.07366332,10,0.00000000,vegetative,60.66498851,436787.91727544
302,1,MS,False,0.00000000,5.24100000,0.00010701,1,1499.48120540,1499.48120540,0.07372433,10,0.00000000,vegetative,60.87324979,438287.39848084
303,1,MS,False,0.00000000,5.16300000,0.00011245,1,1477.16494247,1477.16494247,0.07378430,10,0.00000000,vegetative,61.07841159,439764.56342331
304,1,MS,False,0.00000000,5.17700000,0.00013755,1,1481.17042556,1481.17042556,0.07384425,10,0.00000000,vegetative,61.28412970,441245.73384887
305,1,MS,False,0.00000000,5.24200000,0.00013952,1,1499.76731133,1499.76731133,0.07390473,10,0.00000000,vegetative,61.49243072,442745.50116020
306,1,MS,False,0.00000000,5.42900000,0.00014643,1,1553.26912118,1553.26912118,0.07396704,10,0.00000000,vegetative,61.70816254,444298.77028138
307,1,MS,False,0.00000000,5.64100000,0.00014853,1,1613.92357940,1613.92357940,0.07403136,10,0.00000000,vegetative,61.93231859,445912.69386079
308,1,MS,False,0.00000000,5.80400000,0.00016705,1,1660.55884681,1660.55884681,0.07409702,10,0.00000000,vegetative,62.16295176,447573.25270760
309,1,MS,False,0.00000000,5.96700000,0.00026277,1,1707.19411422,1707.19411422,0.07416390,10,0.00000000,vegetative,62.40006206,449280.44682182
310,1,MS,False,0.00000000,6.17600000,0.00042092,1,1766.99025464,1766.99025464,0.07423256,10,0.00000000,vegetative,62.64547737,451047.43707645
311,1,MS,False,0.00000000,6.40800000,0.00050505,1,1833.36683156,1833.36683156,0.07430325,10,0.00000000,vegetative,62.90011165,452880.80390801
312,1,MS,False,0.00000000,6.67100000,0.00045760,1,1908.61269247,1908.61269247,0.07437648,10,0.00000000,vegetative,63.16519675,454789.41660048
313,1,MS,False,0.00000000,6.88400000,0.00052867,1,1969.55325662,1969.55325662,0.07445181,10,0.00000000,vegetative,63.43874581,456758.96985710
314,1,MS,False,0.00000000,7.05000000,0.00051588,1,2017.04684184,2017.04684184,0.07452897,10,0.00000000,vegetative,63.71889121,458776.01669894
315,1,MS,False,0.00000000,7.13000000,0.00038599,1,2039.93531664,2039.93531664,0.07460725,10,0.00000000,vegetative,64.00221556,460815.95201558
316,1,MS,False,0.00000000,7.09000000,0.00018854,1,2028.49107924,2028.49107924,0.07468538,10,0.00000000,vegetative,64.28395043,462844.44309481
317,1,MS,False,0.00000000,7.02500000,0.00014642,1,2009.89419346,2009.89419346,0.07476294,10,0.00000000,vegetative,64.56310240,464854.33728827
318,1,MS,False,0.00000000,6.95700000,0.00012497,1,1990.43898988,1990.43898988,0.07483665,10,0.00000000,vegetative,64.83955226,466844.77627815
