Time (days),Sucrose input (mol of sucrose),Final deficit in sucrose of the whole root system (mol of sucrose),Cumulated amount of C present in the root-soil system (mol of C),Cumulated amount of C that has been respired by roots (mol of C),Cumulated amount of C that has been degraded in the soil (mol of C),Root structural mass (g),Root necromass (g),Root length (m),Root surface (m2),Sucrose in the root (mol of sucrose),Hexose in the mobile pool of the roots (mol of hexose),Hexose in the reserve pool of the roots (mol of hexose),Hexose in the soil (mol of hexose),Deficit of sucrose in the root (mol of sucrose),Deficit of hexose in the mobile pool of the roots (mol of hexose),Deficit of hexose in the soil (mol of hexose),CO2 originating from root growth (mol of C),CO2 originating from root maintenance (mol of C),Structural mass produced (g),Hexose unloaded from phloem (mol of hexose),Sucrose reloaded in the phloem (mol of hexose),Hexose mobilized from reserve (mol of hexose),Hexose stored as reserve (mol of hexose),Hexose emitted in the soil (mol of hexose),Hexose taken up from the soil (mol of hexose),Hexose degraded in the soil (mol of hexose),Concentration of hexose in the main root tip (mol of hexose per g)
2.5416666869999998,6.695996048064003e-07,0.0,0.0006458430245751452,7.20304967580746e-06,3.8773272365062435e-07,0.0007834768860002122,0.0,0.04486767840460642,6.539747962053689e-05,2.8898348488068335e-05,4.1048452725767164e-05,3.7491743637279925e-06,2.622522749195192e-07,0.0,0.0,0.0,1.7400204314058526e-07,4.981365546360037e-09,1.899785920558003e-05,1.319440846545895e-06,0.0,1.1993759397621852e-06,1.2552532862351885e-06,1.021519424520611e-08,7.444939887711752e-10,2.4103972814465335e-09,0.0059034631624000685
2.5833333539999996,3.3947983897632e-07,0.0,0.0006497207481521472,7.384222546657171e-06,4.025943435144293e-07,0.0008026997673579598,0.0,0.04604816127347865,6.708312624193045e-05,2.8600281950017516e-05,4.2019044242155355e-05,3.896347473407666e-06,2.6953263529412116e-07,0.0,0.0,0.0,1.7606302873929684e-07,5.109842110414921e-09,1.9222881357747614e-05,1.2750927540542443e-06,0.0,1.2146121349158518e-06,1.3617852445955265e-06,1.0522104240599702e-08,7.648072220302889e-10,2.476936643967491e-09,0.0020630821448242203
2.625000021,1.9619992935648004e-07,0.0,0.0006518806255271153,7.563443470422411e-06,4.17895197058937e-07,0.0008216974741130981,0.0,0.04721803046096174,6.862791062061708e-05,2.819533548340941e-05,4.299513010077335e-05,3.966803300803143e-06,2.7686301376366916e-07,0.0,0.0,0.0,1.7400064684176883e-07,5.220276923471166e-09,1.8997706755138393e-05,1.2022927919291656e-06,0.0,1.2703539889134794e-06,1.3408098163089557e-06,1.0667262512834476e-08,7.867417858685729e-10,2.5501422574179518e-09,0.005898511067340468
2.666666688,1.270799656272e-07,0.0,0.0006532088880401179,7.744414475549626e-06,4.3362126645549327e-07,0.0008408715352381752,0.0,0.04839562484460281,7.030935385807534e-05,2.7756789344031523e-05,4.386312385460993e-05,4.072718002521163e-06,2.8434666742784106e-07,0.0,0.0,0.0,1.7561588255617387e-07,5.355122571041116e-09,1.9174061125077015e-05,1.1312522100101902e-06,0.0,1.2919402346761425e-06,1.397854936394163e-06,1.0913157764930393e-08,8.084925346657265e-10,2.6210115660927094e-09,0.000810009786504377
2.7083333549999997,9.071998181856002e-08,0.0,0.0006541031300501946,7.922678952811485e-06,4.4975456093975625e-07,0.0008597404975235895,0.0,0.049558538684096966,7.196691672969851e-05,2.7312533442092994e-05,4.472972304714547e-05,4.1209134332194185e-06,2.9188986852782567e-07,0.0,0.0,0.0,1.7282147183406765e-07,5.443005427791865e-09,1.8868962285414285e-05,1.0699517675141793e-06,0.0,1.3227373382528213e-06,1.3709327689510763e-06,1.1061724211267043e-08,8.296406972386476e-10,2.688882414043828e-09,0.005246308275035918
2.750000022,7.091999011296e-08,0.0,0.0006547572530054414,8.103057575008024e-06,4.6629286485179247e-07,0.0008788239106998764,0.0,0.05072980140701655,7.355630303652476e-05,2.687885785816398e-05,4.543455882799721e-05,4.268242070212624e-06,2.9957335448969825e-07,0.0,0.0,0.0,1.7478563488851425e-07,5.592987308025857e-09,1.9083413176287038e-05,1.0091911480839241e-06,0.0,1.3387936918753845e-06,1.4861223288685918e-06,1.1290945369616226e-08,8.510754224043546e-10,2.7563839853393647e-09,0.0018350816929837857
2.791666689,5.975999449631999e-08,0.0,0.0006553026980494909,8.257751226464489e-06,4.832741033017154e-07,0.0008950933483611168,0.0,0.051748290639157264,7.49499584902014e-05,2.6461768261560796e-05,4.619045104756312e-05,4.330471370675234e-06,3.0719697716409214e-07,0.0,0.0,0.0,1.4901233676754003e-07,5.681314688924628e-09,1.6269437661240334e-05,9.536991821990077e-07,0.0,1.3871187251751904e-06,1.4493480256378006e-06,1.1327551277435833e-08,8.737221947213814e-10,2.830206408320498e-09,0.0050103601974330805
2.833333356,5.3279996901119995e-08,0.0,0.0006557453620661469,8.437080246799542e-06,5.006410291239666e-07,0.0009140398080698192,0.0,0.05291089157305483,7.661072330091423e-05,2.6056945139417484e-05,4.6985216121923694e-05,4.29578618304095e-06,3.148531552416057e-07,0.0,0.0,0.0,1.7353127338824992e-07,5.797746946802362e-09,1.8946459708702364e-05,9.162062380888473e-07,0.0,1.409147231488922e-06,1.3744620438546382e-06,1.1445167415000473e-08,8.945017004450293e-10,2.8944876370418704e-09,0.0010681946665238784
2.8750000229999997,4.931999820864e-08,0.0,0.0006561389891254153,8.617549983960323e-06,5.18384211198561e-07,0.000933097800101723,0.0,0.05408345131257396,7.828347161115022e-05,2.5671230431682052e-05,4.7468705302752386e-05,4.5251824186772146e-06,3.2263312962127277e-07,0.0,0.0,0.0,1.7455280175643378e-07,5.9169354043481496e-09,1.9057992031903788e-05,8.700694118881465e-07,0.0,1.4006704162172077e-06,1.630066651853472e-06,1.1652116457855027e-08,9.149450657554824e-10,2.957197012432396e-09,0.004963588162999089
2.91666669,4.6799998963200004e-08,0.0,0.000656517657236622,8.78232734967862e-06,5.365387218314816e-07,0.0009504296561646678,0.0,0.05513258460848982,7.966442451299629e-05,2.5300559946419003e-05,4.8280897350682136e-05,4.403949110123225e-06,3.3029800377504944e-07,0.0,0.0,0.0,1.5874306329658242e-07,6.034302421715403e-09,1.7331856062944904e-05,8.349409684524655e-07,0.0,1.4648258716044114e-06,1.3435925630504226e-06,1.1627302351863193e-08,9.366764259332372e-10,3.0257517721534225e-09,0.00527724349221107
2.958333357,4.535999954496001e-08,0.0,0.0006568617286404828,8.964021752932984e-06,5.55092909256144e-07,0.0009695930596429226,0.0,0.05631013425768127,8.134536522518869e-05,2.4950269059920922e-05,4.8640116010561694e-05,4.679650006996312e-06,3.381295173003625e-07,0.0,1.836242507623545e-09,0.0,1.7551826880390488e-07,6.176134450459544e-09,1.9163403478254807e-05,7.913017720860988e-07,0.0,1.4255649341083518e-06,1.701265830981441e-06,1.1881719985118907e-08,9.578418890286003e-10,3.092364570777074e-09,0.0
3.0000000239999998,5.112000372671999e-08,0.0,0.0006575106791279886,9.087717177947315e-06,5.740387827307488e-07,0.0009872969582065596,0.0,0.05713759960848683,8.249895401314619e-05,2.4653917524607357e-05,4.9229192890377023e-05,4.673944437150391e-06,3.4568304116617296e-07,0.0,0.0,0.0,1.1761267798440309e-07,6.082747029928379e-09,1.284116586684924e-05,6.949430780805916e-07,0.0,1.526364675296955e-06,1.5206591054510335e-06,1.168994171255982e-08,9.787722676486778e-10,3.157645579100789e-09,0.0012929386242426118
3.0416666909999996,7.812004326163197e-07,0.0,0.0006665343354779879,9.259781967584992e-06,5.932908520998446e-07,0.0010010387354434083,0.0,0.05825578923212519,8.40905716958304e-05,2.5068198090102645e-05,4.980236888656887e-05,4.684521095638082e-06,3.534043749171488e-07,0.0,0.0,0.0,1.6571940396560992e-07,6.345385672068002e-09,1.3230812915361362e-05,7.338397342420672e-07,0.0,1.5086814498549713e-06,1.5192581083426626e-06,1.1926696588060279e-08,9.966846089018726e-10,3.2086782281826324e-09,0.003356928658852699
3.083333358,1.1844002481695998e-06,0.0,0.0006805287578783755,9.43978770458385e-06,6.129459338642271e-07,0.0010194733773889128,0.0,0.059421336486403256,8.562691737773154e-05,2.587484472749023e-05,5.0287491765812176e-05,4.79823592524914e-06,3.611147800419783e-07,0.0,0.0,0.0,1.735234566863929e-07,6.48228031246511e-09,1.8434641945504397e-05,7.555072215639885e-07,0.0,1.5047886375574603e-06,1.6185034671685174e-06,1.2004074717878204e-08,1.0178226323182678e-09,3.2758469607304225e-09,0.0037356393231139803
3.125000025,1.3572001145375996e-06,0.0,0.0006967731591422739,9.58180682166239e-06,6.329835936039394e-07,0.0010375395824875695,0.0,0.060293786063478336,8.689843913404482e-05,2.6833893424625312e-05,5.096051951584725e-05,4.796610946883191e-06,3.6870216390833555e-07,0.0,0.0,0.0,1.3545482469985503e-07,6.564292378683111e-09,1.4789203861734121e-05,7.963028348050941e-07,0.0,1.5501213599275126e-06,1.5484963815615655e-06,1.1965170327233738e-08,1.03817650425759e-09,3.3396099566187045e-09,0.003347510627218575
